"city","localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","temp_media","umid_media","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","deaths_reg","metro_area_uf","retail_and_recreation_percent_change_from_baseline_uf","grocery_and_pharmacy_percent_change_from_baseline_uf","parks_percent_change_from_baseline_uf","transit_stations_percent_change_from_baseline_uf","workplaces_percent_change_from_baseline_uf","residential_percent_change_from_baseline_uf","driving_city","transit_city","walking_city"
"Belo Horizonte",310620,"MG",2020-05-18,1189,31,29,0,17.81,80.25,1189,31,29,0,2,NA,-41,-6,-26,-37,-17,13,70.54,NA,44.9
"Belo Horizonte",310620,"MG",2020-05-19,1249,33,60,2,16.95,79.62,1249,33,60,2,2,NA,-42,-6,-29,-37,-20,13,69.92,NA,44.19
"Belo Horizonte",310620,"MG",2020-05-20,1287,35,38,2,16.31,82.04,1287,35,38,2,6,NA,-40,-1,-26,-35,-20,14,73.29,NA,47.54
"Belo Horizonte",310620,"MG",2020-05-21,1316,36,29,1,16.43,83.04,1316,36,29,1,1,NA,-38,2,-24,-35,-19,14,73.49,NA,45.65
"Belo Horizonte",310620,"MG",2020-05-22,1351,39,35,3,17.44,79.17,1351,39,35,3,2,NA,-40,7,-26,-33,-17,13,85.99,NA,50.61
"Belo Horizonte",310620,"MG",2020-05-23,1393,42,42,3,19.24,78.75,1393,42,42,3,5,NA,-49,1,-31,-36,-12,11,76.69,NA,42.44
"Belo Horizonte",310620,"MG",2020-05-24,1434,42,41,0,17.5,93.92,1434,42,41,0,0,NA,-62,-15,-48,-51,-13,12,47.62,NA,23.27
"Belo Horizonte",310620,"MG",2020-05-25,1444,42,10,0,16.12,91.04,1444,42,10,0,4,NA,-38,-3,-27,-35,-17,14,69.05,NA,46.47
"Belo Horizonte",310620,"MG",2020-05-26,1534,43,90,1,14.78,73.12,1534,43,90,1,2,NA,-39,-3,-28,-34,-18,13,75.1,NA,48.86
"Belo Horizonte",310620,"MG",2020-05-27,1613,43,79,0,15.52,51.5,1613,43,79,0,0,NA,-38,-1,-25,-34,-18,13,75.24,NA,50.61
"Belo Horizonte",310620,"MG",2020-05-28,1674,46,61,3,16.08,56.46,1674,46,61,3,2,NA,-36,3,-25,-33,-16,14,76.49,NA,46.29
"Belo Horizonte",310620,"MG",2020-05-29,1766,48,92,2,15,63.88,1766,48,92,2,6,NA,-35,12,-24,-29,-13,13,87.57,NA,55.06
"Belo Horizonte",310620,"MG",2020-05-30,1778,49,12,1,14.97,74.71,1778,49,12,1,0,NA,-43,9,-25,-31,-6,10,79.62,NA,43.59
"Belo Horizonte",310620,"MG",2020-05-31,1852,49,74,0,15.32,73.75,1852,49,74,0,3,NA,-53,-2,-32,-41,-4,10,52.69,NA,30.19
"Belo Horizonte",310620,"MG",2020-06-01,1882,49,30,0,16.76,67.42,1882,49,30,0,2,NA,-35,3,-22,-31,-14,13,75.11,NA,56.95
"Belo Horizonte",310620,"MG",2020-06-02,1912,51,30,2,18.14,66.42,1912,51,30,2,5,NA,-37,3,-24,-31,-16,12,78.86,NA,54.53
"Belo Horizonte",310620,"MG",2020-06-03,2029,51,117,0,19.85,63.12,2029,51,117,0,5,NA,-35,3,-22,-30,-15,13,81.92,NA,52.49
"Belo Horizonte",310620,"MG",2020-06-04,2144,55,115,4,18.5,80.42,2144,55,115,4,7,NA,-34,8,-21,-29,-14,13,81.61,NA,57.38
"Belo Horizonte",310620,"MG",2020-06-05,2305,58,161,3,16.97,81.71,2305,58,161,3,2,NA,-31,20,-19,-24,-12,12,98.5,NA,57.95
"Belo Horizonte",310620,"MG",2020-06-06,2408,60,103,2,17.33,80.42,2408,60,103,2,5,NA,-41,15,-21,-26,-5,10,87.82,NA,49
"Belo Horizonte",310620,"MG",2020-06-07,2497,59,89,-1,17.74,78.96,2497,59,89,-1,4,NA,-52,2,-31,-38,-3,10,56.46,NA,29.44
"Belo Horizonte",310620,"MG",2020-06-08,2514,59,17,0,20.2,72.12,2514,59,17,0,2,NA,-31,7,-19,-28,-11,12,80.95,NA,51.46
"Belo Horizonte",310620,"MG",2020-06-09,2549,62,35,3,20.12,69,2549,62,35,3,9,NA,-32,6,-22,-28,-14,11,91.32,NA,63.68
"Belo Horizonte",310620,"MG",2020-06-10,2832,62,283,0,21.22,54.17,2832,62,283,0,3,NA,-25,17,-14,-22,-13,10,102.42,NA,65.97
"Belo Horizonte",310620,"MG",2020-06-11,2919,66,87,4,21,54.75,2919,66,87,4,4,NA,-55,-15,-24,-51,-54,20,74.35,NA,44.33
"Belo Horizonte",310620,"MG",2020-06-12,3094,66,175,0,21.36,59.29,3094,66,175,0,7,NA,-27,26,-14,-29,-23,13,103.21,NA,61.65
"Belo Horizonte",310620,"MG",2020-06-13,3224,67,130,1,19.94,62.29,3224,67,130,1,9,NA,-45,4,-16,-32,-9,10,78.13,NA,41.63
"Belo Horizonte",310620,"MG",2020-06-14,3425,67,201,0,19.4,65.29,3425,67,201,0,8,NA,-50,-3,-22,-38,1,8,58.42,NA,28.69
"Belo Horizonte",310620,"MG",2020-06-15,3487,67,62,0,17.76,75.04,3487,67,62,0,8,NA,-32,3,-20,-27,-11,12,79.86,NA,57.52
"Belo Horizonte",310620,"MG",2020-06-16,3488,76,1,9,16.1,89.42,3488,76,1,9,7,NA,-35,2,-25,-29,-15,13,82.31,NA,55.6
"Belo Horizonte",310620,"MG",2020-06-17,3631,83,143,7,14.25,87.83,3631,83,143,7,6,NA,-35,1,-24,-29,-15,13,83.28,NA,56.09
"Belo Horizonte",310620,"MG",2020-06-18,3810,87,179,4,14.55,80.62,3810,87,179,4,10,NA,-33,3,-22,-28,-13,13,86.43,NA,55.74
"Belo Horizonte",310620,"MG",2020-06-19,3879,90,69,3,16.39,79.96,3879,90,69,3,8,NA,-34,10,-23,-26,-12,12,97.18,NA,56.88
"Belo Horizonte",310620,"MG",2020-06-20,3992,96,113,6,17.98,85.29,3992,96,113,6,8,NA,-43,7,-23,-29,-4,11,84.71,NA,43.12
"Belo Horizonte",310620,"MG",2020-06-21,4083,96,91,0,17.24,77.79,4083,96,91,0,8,NA,-51,-2,-26,-38,1,10,59.23,NA,29.01
"Belo Horizonte",310620,"MG",2020-06-22,4428,96,345,0,17.09,69.92,4428,96,345,0,20,NA,-35,-1,-22,-30,-13,13,83.93,NA,63.97
"Belo Horizonte",310620,"MG",2020-06-23,4667,96,239,0,16.59,57.71,4667,96,239,0,2,NA,-37,0,-23,-29,-16,13,81,NA,54.88
"Belo Horizonte",310620,"MG",2020-06-24,4772,104,105,8,16.21,62.12,4772,104,105,8,6,NA,-37,-2,-22,-30,-17,13,84.5,NA,56.77
"Belo Horizonte",310620,"MG",2020-06-25,4942,106,170,2,17.1,69.79,4942,106,170,2,6,NA,-35,4,-21,-29,-14,13,83.43,NA,57.73
"Belo Horizonte",310620,"MG",2020-06-26,4977,109,35,3,19.35,63.25,4977,109,35,3,0,NA,-36,10,-23,-26,-12,13,94.33,NA,61.33
"Belo Horizonte",310620,"MG",2020-06-27,4977,108,0,-1,17.9,65.88,4977,108,0,-1,0,NA,-46,5,-24,-30,-7,12,84.32,NA,48.08
"Belo Horizonte",310620,"MG",2020-06-28,5195,108,218,0,18.29,67.29,5195,108,218,0,0,NA,-53,-3,-30,-40,-2,10,55.17,NA,31.04
"Belo Horizonte",310620,"MG",2020-06-29,5440,130,245,22,14.73,84,5440,130,245,22,0,NA,-39,-4,-27,-33,-14,13,77.09,NA,55.63
"Belo Horizonte",310620,"MG",2020-06-30,5510,136,70,6,16.25,82.71,5510,136,70,6,0,NA,-37,6,-25,-31,-16,13,81.13,NA,50.75
"Belo Horizonte",310620,"MG",2020-07-01,5915,144,405,8,17.88,80.21,5915,144,405,8,0,NA,-36,7,-24,-30,-16,13,85.38,NA,58.73
"Belo Horizonte",310620,"MG",2020-07-02,6570,157,655,13,18.91,71.62,6570,157,655,13,0,NA,-34,12,-22,-30,-14,13,87.12,NA,55.38
"Belo Horizonte",310620,"MG",2020-07-03,7144,168,574,11,18.5,74,7144,168,574,11,0,NA,-35,17,-23,-26,-13,13,101.01,NA,60.58
"Belo Horizonte",310620,"MG",2020-07-04,7561,176,417,8,18.1,76,7561,176,417,8,0,NA,-43,15,-21,-30,-6,11,87.35,NA,45.05
"Belo Horizonte",310620,"MG",2020-07-05,7890,176,329,0,17.35,79.62,7890,176,329,0,0,NA,-51,4,-26,-38,-1,10,59.42,NA,33.93
"Belo Horizonte",310620,"MG",2020-07-06,8080,176,190,0,18.17,68.71,8080,176,190,0,0,NA,-32,10,-18,-27,-13,12,86.16,NA,59.91
"Belo Horizonte",310620,"MG",2020-07-07,8273,188,193,12,17.46,70.33,8273,188,193,12,0,NA,-32,15,-19,-26,-16,12,92.08,NA,59.37
"Belo Horizonte",310620,"MG",2020-07-08,8774,200,501,12,18.58,55.79,8774,200,501,12,0,NA,-33,11,-17,-27,-15,12,89.95,NA,62.51
"Belo Horizonte",310620,"MG",2020-07-09,9361,223,587,23,19.9,51.29,9361,223,587,23,0,NA,-32,13,-18,-27,-14,13,92.75,NA,60.98
"Belo Horizonte",310620,"MG",2020-07-10,9978,246,617,23,17.8,74.25,9978,246,617,23,0,NA,-32,20,-19,-24,-11,12,134.17,NA,70.71
"Belo Horizonte",310620,"MG",2020-07-11,10618,249,640,3,17.31,76.12,10618,249,640,3,0,NA,-42,13,-17,-27,-6,10,94.02,NA,56.84
"Belo Horizonte",310620,"MG",2020-07-12,10618,249,0,0,17.45,72.08,10618,249,0,0,0,NA,-49,3,-21,-37,-1,9,62,NA,36.32
"Belo Horizonte",310620,"MG",2020-07-13,10618,270,0,21,19.48,57.5,10618,270,0,21,0,NA,-32,5,-18,-29,-13,12,86.77,NA,54.28
"Belo Horizonte",310620,"MG",2020-07-14,11304,285,686,15,20.77,56.62,11304,285,686,15,0,NA,-34,5,-21,-29,-16,12,98.06,NA,66.11
"Belo Horizonte",310620,"MG",2020-07-15,12123,296,819,11,18.66,74.04,12123,296,819,11,0,NA,-33,7,-20,-28,-15,12,93.51,NA,62.47
"Belo Horizonte",310620,"MG",2020-07-16,12123,319,0,23,17.27,80.17,12123,319,0,23,0,NA,-33,9,-20,-28,-15,13,96.36,NA,64.47
"Belo Horizonte",310620,"MG",2020-07-17,12231,328,108,9,16.95,78.21,12231,328,108,9,0,NA,-32,16,-19,-25,-12,12,107.12,NA,63.29
"Belo Horizonte",310620,"MG",2020-07-18,13700,342,1469,14,15.71,82.33,13700,342,1469,14,0,NA,-42,10,-17,-29,-5,10,89.56,NA,49.14
"Belo Horizonte",310620,"MG",2020-07-19,13700,342,0,0,15.25,75.88,13700,342,0,0,0,NA,-49,2,-21,-37,-2,9,63.61,NA,32.36
"Belo Horizonte",310620,"MG",2020-07-20,13700,342,0,0,16.6,78.17,13700,342,0,0,0,NA,-31,6,-18,-28,-12,12,103.09,NA,63.36
"Belo Horizonte",310620,"MG",2020-07-21,14001,377,301,35,18.51,66.83,14001,377,301,35,0,NA,-33,5,-20,-28,-15,12,89.48,NA,63.47
"Belo Horizonte",310620,"MG",2020-07-22,14089,398,88,21,18.45,70.83,14089,398,88,21,0,NA,-32,5,-19,-27,-14,12,94.88,NA,63.08
"Belo Horizonte",310620,"MG",2020-07-23,15051,417,962,19,17.07,69.58,15051,417,962,19,0,NA,-31,9,-17,-26,-12,12,96.98,NA,61.15
"Belo Horizonte",310620,"MG",2020-07-24,16100,432,1049,15,16.62,72.67,16100,432,1049,15,0,NA,-32,15,-18,-23,-10,12,110.33,NA,61.9
"Belo Horizonte",310620,"MG",2020-07-25,16670,459,570,27,17.16,78,16670,459,570,27,0,NA,-40,11,-13,-26,-5,10,97.86,NA,56.45
"Belo Horizonte",310620,"MG",2020-07-26,17237,459,567,0,17.27,71.29,17237,459,567,0,0,NA,NA,NA,NA,NA,NA,NA,66.31,NA,36.07
"Belo Horizonte",310620,"MG",2020-07-27,17237,459,0,0,17.24,79.58,17237,459,0,0,0,NA,NA,NA,NA,NA,NA,NA,89.4,NA,60.76
"Belo Horizonte",310620,"MG",2020-07-28,18197,483,960,24,17.95,70.88,18197,483,960,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rio de Janeiro",330455,"RJ",2020-03-06,1,0,1,0,23.93,78.21,0,0,0,0,0,NA,14,13,-7,17,21,-2,120.15,114.9,126.86
"Rio de Janeiro",330455,"RJ",2020-03-07,1,0,0,0,23.98,75.04,0,0,0,0,0,NA,10,12,-11,11,7,0,122.45,96.55,114.94
"Rio de Janeiro",330455,"RJ",2020-03-08,2,0,1,0,24.53,78.67,0,0,0,0,0,NA,6,7,-10,6,2,1,91.71,72.94,79.59
"Rio de Janeiro",330455,"RJ",2020-03-09,2,0,0,0,25.35,77.33,0,0,0,0,0,NA,5,9,-12,14,22,-2,101.07,114.33,112.52
"Rio de Janeiro",330455,"RJ",2020-03-10,2,0,0,0,25.45,79.92,0,0,0,0,0,NA,1,3,-7,12,16,-1,107.64,116.83,116.16
"Rio de Janeiro",330455,"RJ",2020-03-11,2,0,0,0,24.98,76.92,0,0,0,0,0,NA,1,5,-12,10,15,-1,105.61,117.79,118.47
"Rio de Janeiro",330455,"RJ",2020-03-12,13,0,11,0,24.74,75.67,0,0,0,0,0,NA,-3,4,-4,9,17,-1,101.04,107.77,108.42
"Rio de Janeiro",330455,"RJ",2020-03-13,13,0,0,0,25.11,80.92,0,0,0,0,0,NA,7,13,-5,13,19,-1,110.2,103.49,109.13
"Rio de Janeiro",330455,"RJ",2020-03-14,13,0,0,0,24.68,87.54,0,0,0,0,0,NA,-7,11,-13,-3,3,2,92.97,69.89,82.83
"Rio de Janeiro",330455,"RJ",2020-03-15,22,0,9,0,25.32,81.71,0,0,0,0,0,NA,-17,5,-17,-10,-2,3,68.68,51.05,57.67
"Rio de Janeiro",330455,"RJ",2020-03-16,23,0,1,0,26.7,72.54,0,0,0,0,0,NA,-15,8,-25,-11,0,4,66.59,60.17,68.22
"Rio de Janeiro",330455,"RJ",2020-03-17,23,0,0,0,25.52,80.04,0,0,0,0,0,NA,-31,1,-40,-26,-13,9,52.47,40.73,53.56
"Rio de Janeiro",330455,"RJ",2020-03-18,55,0,32,0,25.65,82.12,0,0,0,0,0,NA,-38,1,-43,-34,-21,11,47.82,33.38,42.13
"Rio de Janeiro",330455,"RJ",2020-03-19,56,0,1,0,26.8,79.25,0,0,0,0,1,NA,-46,-6,-45,-41,-26,14,42.51,28.32,35.97
"Rio de Janeiro",330455,"RJ",2020-03-20,56,0,0,0,27.04,78.25,0,0,0,0,0,NA,-47,-5,-55,-43,-29,16,41.33,22.29,31.54
"Rio de Janeiro",330455,"RJ",2020-03-21,99,0,43,0,23.87,90.42,0,0,0,0,1,NA,-67,-20,-76,-57,-37,18,30.74,13.68,19.97
"Rio de Janeiro",330455,"RJ",2020-03-22,168,0,69,0,23.93,82.5,0,0,0,0,1,NA,-74,-29,-81,-62,-38,18,24.63,13.72,14.84
"Rio de Janeiro",330455,"RJ",2020-03-23,212,1,44,1,23.82,76.17,0,0,0,0,2,NA,-63,-18,-66,-59,-46,20,31.36,16.84,20.63
"Rio de Janeiro",330455,"RJ",2020-03-24,276,3,64,2,23.79,73.17,0,0,0,0,0,NA,-72,-34,-68,-65,-55,23,28.5,14.93,18.4
"Rio de Janeiro",330455,"RJ",2020-03-25,331,5,55,2,23.66,72.54,0,0,0,0,4,NA,-71,-29,-66,-65,-55,23,29.65,14.88,22.11
"Rio de Janeiro",330455,"RJ",2020-03-26,368,6,37,1,23.85,75.17,0,0,0,0,4,NA,-70,-29,-62,-65,-54,24,31.34,16.02,21.68
"Rio de Janeiro",330455,"RJ",2020-03-27,431,6,63,0,24.66,75.29,0,0,0,0,5,NA,-65,-23,-61,-61,-50,24,36.16,16.44,24.55
"Rio de Janeiro",330455,"RJ",2020-03-28,489,9,58,3,24.68,76.04,489,9,489,9,6,NA,-69,-26,-67,-59,-42,19,34.38,14.26,23.25
"Rio de Janeiro",330455,"RJ",2020-03-29,516,13,27,4,24.32,81.79,516,13,27,4,5,NA,-72,-32,-74,-61,-37,17,27.69,12,16.91
"Rio de Janeiro",330455,"RJ",2020-03-30,553,13,37,0,23.77,87.79,553,13,37,0,9,NA,-64,-25,-64,-60,-47,20,32.44,16.69,21.52
"Rio de Janeiro",330455,"RJ",2020-03-31,586,18,33,5,24.58,85.58,586,18,33,5,12,NA,-64,-25,-61,-61,-50,21,33.21,17.59,22.92
"Rio de Janeiro",330455,"RJ",2020-04-01,697,20,111,2,24.05,83.92,697,20,111,2,19,NA,-62,-17,-61,-60,-50,21,36.01,19.25,24.45
"Rio de Janeiro",330455,"RJ",2020-04-02,798,31,101,11,24.08,82.5,798,31,101,11,18,NA,-63,-19,-59,-60,-49,22,36.98,18.01,26.42
"Rio de Janeiro",330455,"RJ",2020-04-03,867,36,69,5,27.08,66.21,867,36,69,5,22,NA,-61,-14,-69,-56,-47,22,39.45,16.73,25.39
"Rio de Janeiro",330455,"RJ",2020-04-04,982,38,115,2,22.92,70.38,982,38,115,2,23,NA,-64,-13,-73,-53,-38,17,39.2,14.13,23.81
"Rio de Janeiro",330455,"RJ",2020-04-05,1068,42,86,4,23.48,76.79,1068,42,86,4,24,NA,-69,-24,-78,-57,-35,16,29.64,12.51,18.17
"Rio de Janeiro",330455,"RJ",2020-04-06,1110,47,42,5,24.19,79.38,1110,47,42,5,20,NA,-57,-14,-67,-54,-44,19,35.76,18.58,23.52
"Rio de Janeiro",330455,"RJ",2020-04-07,1251,59,141,12,23.43,87.46,1251,59,141,12,21,NA,-59,-14,-67,-55,-48,20,36.13,17.19,24.67
"Rio de Janeiro",330455,"RJ",2020-04-08,1449,73,198,14,21.58,91.54,1449,73,198,14,29,NA,-59,-9,-72,-57,-49,20,38.38,18.78,24.47
"Rio de Janeiro",330455,"RJ",2020-04-09,1633,82,184,9,21.7,79.67,1633,82,184,9,34,NA,-54,7,-64,-53,-47,19,43.57,18.37,29.92
"Rio de Janeiro",330455,"RJ",2020-04-10,1808,92,175,10,22.09,75.83,1808,92,175,10,32,NA,-73,-27,-76,-70,-69,28,33.18,12.83,21.87
"Rio de Janeiro",330455,"RJ",2020-04-11,1905,98,97,6,22.08,79.96,1905,98,97,6,35,NA,-63,-10,-77,-54,-40,18,39.78,13.35,25.78
"Rio de Janeiro",330455,"RJ",2020-04-12,1996,106,91,8,22.2,81.21,1996,106,91,8,48,NA,-69,-21,-81,-56,-31,15,29.19,10.56,17.53
"Rio de Janeiro",330455,"RJ",2020-04-13,2322,115,326,9,23.21,75.38,2322,115,326,9,41,NA,-58,-21,-68,-55,-43,19,34.33,19.57,23.14
"Rio de Janeiro",330455,"RJ",2020-04-14,2393,140,71,25,24.03,70.08,2393,140,71,25,39,NA,-61,-25,-67,-57,-47,20,36.17,18.58,25.07
"Rio de Janeiro",330455,"RJ",2020-04-15,2519,167,126,27,24.98,78.58,2519,167,126,27,64,NA,-59,-17,-67,-57,-47,20,38.05,18.11,26.32
"Rio de Janeiro",330455,"RJ",2020-04-16,2659,195,140,28,23.37,85.71,2659,195,140,28,59,NA,-61,-19,-68,-58,-46,22,36.57,16.31,25.4
"Rio de Janeiro",330455,"RJ",2020-04-17,2946,219,287,24,22.12,83.17,2946,219,287,24,50,NA,-58,-14,-70,-55,-44,22,42.36,16.33,26.41
"Rio de Janeiro",330455,"RJ",2020-04-18,3059,237,113,18,22.57,78.62,3059,237,113,18,64,NA,-64,-18,-74,-53,-35,17,39.81,13.57,25.57
"Rio de Janeiro",330455,"RJ",2020-04-19,3126,245,67,8,22.75,78.62,3126,245,67,8,79,NA,-70,-25,-77,-58,-32,16,30.95,11.65,18.32
"Rio de Janeiro",330455,"RJ",2020-04-20,3243,257,117,12,22.42,79.75,3243,257,117,12,88,NA,-57,-15,-66,-55,-43,18,37.49,17.75,25.54
"Rio de Janeiro",330455,"RJ",2020-04-21,3587,283,344,26,22.6,78.54,3587,283,344,26,80,NA,-74,-41,-67,-72,-68,25,32.48,14.23,21.51
"Rio de Janeiro",330455,"RJ",2020-04-22,3656,303,69,20,23.4,80.42,3656,303,69,20,106,NA,-58,-12,-65,-55,-45,19,43.68,17.59,27.84
"Rio de Janeiro",330455,"RJ",2020-04-23,4027,322,371,19,24.06,78.42,4027,322,371,19,93,NA,-73,-36,-67,-71,-64,25,36.17,14.09,23.67
"Rio de Janeiro",330455,"RJ",2020-04-24,4091,347,64,25,23.82,76.04,4091,347,64,25,106,NA,-58,-15,-65,-55,-43,21,41.48,17.39,24.65
"Rio de Janeiro",330455,"RJ",2020-04-25,4481,367,390,20,23.69,73,4481,367,390,20,123,NA,-64,-18,-70,-53,-34,17,38.41,14.45,25.75
"Rio de Janeiro",330455,"RJ",2020-04-26,4498,382,17,15,24.12,78.25,4498,382,17,15,130,NA,-70,-26,-74,-58,-32,16,31.25,11.25,18.46
"Rio de Janeiro",330455,"RJ",2020-04-27,5261,405,763,23,23.9,79.92,5261,404,763,22,122,NA,-59,-20,-67,-55,-41,19,37.23,17.79,25.02
"Rio de Janeiro",330455,"RJ",2020-04-28,5554,456,293,51,23.6,77.38,5554,456,293,52,152,NA,-61,-23,-66,-57,-45,17,38.19,17.82,24.81
"Rio de Janeiro",330455,"RJ",2020-04-29,5689,496,135,40,23.81,78.71,5689,496,135,40,146,NA,-60,-18,-66,-57,-45,20,39.73,17.17,26.41
"Rio de Janeiro",330455,"RJ",2020-04-30,5903,535,214,39,25.8,61.21,5903,535,214,39,185,NA,-58,-6,-60,-54,-43,19,42.9,17.35,28.53
"Rio de Janeiro",330455,"RJ",2020-05-01,6189,574,286,39,24.58,69.92,6189,574,286,39,136,NA,-74,-32,-68,-71,-67,27,36.21,12.07,21.49
"Rio de Janeiro",330455,"RJ",2020-05-02,6448,603,259,29,23.49,82.5,6448,603,259,29,140,NA,-65,-13,-73,-54,-35,17,38.28,12.54,22.55
"Rio de Janeiro",330455,"RJ",2020-05-03,6750,631,302,28,21.72,76.21,6750,631,302,28,154,NA,-73,-26,-82,-61,-33,17,30.2,12.43,17.21
"Rio de Janeiro",330455,"RJ",2020-05-04,7283,670,533,39,22.02,72.42,7283,670,533,39,143,NA,-57,-10,-66,-53,-39,18,40.01,17.27,26.9
"Rio de Janeiro",330455,"RJ",2020-05-05,7832,713,549,43,23.03,72.33,7832,713,549,43,156,NA,-58,-13,-63,-54,-43,19,42.98,20.35,28.34
"Rio de Janeiro",330455,"RJ",2020-05-06,8577,764,745,51,24.49,78.75,8577,764,745,51,190,NA,-58,-7,-64,-53,-43,19,44.66,19.15,29.5
"Rio de Janeiro",330455,"RJ",2020-05-07,9051,919,474,155,20.34,85.88,9051,919,474,155,172,NA,-62,-10,-70,-58,-45,21,39.66,17.26,23.86
"Rio de Janeiro",330455,"RJ",2020-05-08,9672,1002,621,83,20.37,77.38,9672,1002,621,83,168,NA,-53,4,-65,-50,-39,20,49.78,16.49,30.76
"Rio de Janeiro",330455,"RJ",2020-05-09,10479,1092,807,90,21.35,70.17,10479,1092,807,90,155,NA,-57,7,-69,-45,-29,16,50.61,14.62,29.93
"Rio de Janeiro",330455,"RJ",2020-05-10,10520,1126,41,34,21.96,69.04,10520,1126,41,34,173,NA,-67,-6,-77,-51,-15,13,33.73,9.62,19.78
"Rio de Janeiro",330455,"RJ",2020-05-11,10619,1172,99,46,22.48,64.29,10619,1172,99,46,133,NA,-59,-17,-67,-54,-40,19,NA,NA,NA
"Rio de Janeiro",330455,"RJ",2020-05-12,10816,1279,197,107,23.27,67.75,10816,1279,197,107,154,NA,-61,-19,-65,-56,-43,20,NA,NA,NA
"Rio de Janeiro",330455,"RJ",2020-05-13,11026,1363,210,84,23.41,72.25,11026,1363,210,84,134,NA,-61,-17,-67,-56,-43,20,40.84,17.34,25.78
"Rio de Janeiro",330455,"RJ",2020-05-14,11264,1509,238,146,24,74.62,11264,1509,238,146,154,NA,-63,-20,-68,-58,-43,20,41,16.35,26.77
"Rio de Janeiro",330455,"RJ",2020-05-15,11715,1631,451,122,20.05,90.62,11715,1631,451,122,125,NA,-63,-16,-73,-58,-43,23,44.71,15.07,27.27
"Rio de Janeiro",330455,"RJ",2020-05-16,12295,1751,580,120,22.07,79.04,12295,1751,580,120,122,NA,-63,-12,-73,-51,-30,17,44.71,13.12,26.68
"Rio de Janeiro",330455,"RJ",2020-05-17,12921,1841,626,90,22.41,82.67,12921,1841,626,90,140,NA,-69,-20,-76,-56,-24,16,34.44,11.89,19.97
"Rio de Janeiro",330455,"RJ",2020-05-18,13443,1960,522,119,22.62,84.12,13443,1960,522,119,123,NA,-58,-15,-66,-54,-38,19,41.67,18.63,27.73
"Rio de Janeiro",330455,"RJ",2020-05-19,14531,2135,1088,175,22.95,81.75,14531,2135,1088,175,111,NA,-60,-19,-65,-55,-42,20,43.87,18,28.75
"Rio de Janeiro",330455,"RJ",2020-05-20,17066,2249,2535,114,22.68,76.62,17066,2249,2535,114,98,NA,-58,-11,-65,-54,-41,19,46.2,16.93,30.25
"Rio de Janeiro",330455,"RJ",2020-05-21,18743,2376,1677,127,23.03,72.46,18743,2376,1677,127,121,NA,-59,-12,-61,-54,-40,21,47.16,18.53,29.32
"Rio de Janeiro",330455,"RJ",2020-05-22,20161,2520,1418,144,24.82,64.42,20161,2520,1418,144,135,NA,-56,-8,-62,-51,-37,20,54.4,18.81,32.62
"Rio de Janeiro",330455,"RJ",2020-05-23,21043,2702,882,182,27.69,51.79,21043,2702,882,182,113,NA,-61,-10,-68,-48,-26,16,50.67,13.2,30.7
"Rio de Janeiro",330455,"RJ",2020-05-24,21775,2755,732,53,23.03,75.75,21775,2755,732,53,115,NA,-74,-26,-84,-61,-29,17,33.43,11.45,19.06
"Rio de Janeiro",330455,"RJ",2020-05-25,22466,2831,691,76,21.02,78.79,22466,2831,691,76,112,NA,-56,-11,-65,-52,-36,18,45.89,20.12,29.89
"Rio de Janeiro",330455,"RJ",2020-05-26,23290,2978,824,147,21.3,63.42,23290,2978,824,147,76,NA,-58,-15,-63,-53,-39,18,45.83,19.61,28.68
"Rio de Janeiro",330455,"RJ",2020-05-27,24750,3135,1460,157,20.53,64.04,24750,3135,1460,157,83,NA,-56,-9,-64,-52,-38,18,48.68,21.35,30.97
"Rio de Janeiro",330455,"RJ",2020-05-28,25974,3293,1224,158,20.86,66.71,25974,3293,1224,158,99,NA,-57,-9,-62,-52,-37,19,49.26,18.59,31.89
"Rio de Janeiro",330455,"RJ",2020-05-29,27311,3430,1337,137,20.97,73.33,27311,3430,1337,137,108,NA,-51,2,-60,-46,-33,18,58.06,19.76,35.62
"Rio de Janeiro",330455,"RJ",2020-05-30,28481,3525,1170,95,20.88,77.96,28481,3525,1170,95,79,NA,-56,-2,-65,-44,-20,12,55.93,16.47,34.6
"Rio de Janeiro",330455,"RJ",2020-05-31,29157,3578,676,53,22.55,71.17,29157,3578,676,53,71,NA,-65,-11,-69,-50,-15,12,43.27,15.43,23.48
"Rio de Janeiro",330455,"RJ",2020-06-01,30014,3671,857,93,23.28,60.21,30014,3671,857,93,88,NA,-52,-5,-61,-47,-32,15,50.61,20.98,32.26
"Rio de Janeiro",330455,"RJ",2020-06-02,31204,3828,1190,157,22.35,70.58,31204,3828,1190,157,70,NA,-53,-8,-59,-48,-35,17,54.75,23.44,34.58
"Rio de Janeiro",330455,"RJ",2020-06-03,32951,4055,1747,227,22.2,80.29,32951,4055,1747,227,84,NA,-52,-3,-60,-47,-35,17,57.7,23.66,35.25
"Rio de Janeiro",330455,"RJ",2020-06-04,33695,4231,744,176,22.72,83.25,33695,4231,744,176,83,NA,-53,-3,-59,-48,-34,18,57.14,23.92,35.54
