"city","localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","temp_media","umid_media","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","deaths_reg","metro_area_uf","retail_and_recreation_percent_change_from_baseline_uf","grocery_and_pharmacy_percent_change_from_baseline_uf","parks_percent_change_from_baseline_uf","transit_stations_percent_change_from_baseline_uf","workplaces_percent_change_from_baseline_uf","residential_percent_change_from_baseline_uf","driving_city","transit_city","walking_city"
"São Paulo",355030,"SP",2020-06-19,105407,6255,6877,158,19.31,66.12,105407,6255,6877,158,102,NA,-45,1,-30,-40,-24,15,NA,NA,NA
"São Paulo",355030,"SP",2020-06-20,105591,6371,184,116,19.69,68.12,105591,6371,184,116,89,NA,-46,4,-35,-34,-6,12,NA,NA,NA
"São Paulo",355030,"SP",2020-06-21,106540,6387,949,16,20.28,71.42,106540,6387,949,16,103,NA,-54,-6,-35,-40,1,11,NA,NA,NA
"São Paulo",355030,"SP",2020-06-22,107731,6404,1191,17,19.86,65.29,107731,6404,1191,17,109,NA,-45,-7,-36,-42,-24,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-23,110214,6583,2483,179,18.96,65.29,110214,6583,2483,179,96,NA,-45,-6,-38,-42,-27,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-24,113261,6675,3047,92,18.8,58,113261,6675,3047,92,91,NA,-45,-7,-31,-42,-27,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-25,117311,6794,4050,119,20.21,63.92,117311,6794,4050,119,86,NA,-44,0,-23,-40,-26,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-26,121163,6880,3852,86,17.23,88.67,121163,6880,3852,86,0,NA,-48,-2,-42,-43,-24,17,NA,NA,NA
"São Paulo",355030,"SP",2020-06-27,122759,6982,1596,102,14.32,95.21,122759,6982,1596,102,0,NA,-57,-9,-62,-48,-16,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-28,124105,7003,1346,21,13.33,94.08,124105,7003,1346,21,0,NA,-59,-11,-58,-47,-5,13,NA,NA,NA
"São Paulo",355030,"SP",2020-06-29,125012,7026,907,23,15.07,87.88,125012,7026,907,23,0,NA,-46,-6,-42,-43,-23,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-30,127119,7162,2107,136,18.06,75.08,127119,7162,2107,136,0,NA,-42,3,-40,-41,-25,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-01,129328,7258,2209,96,18.02,66.62,129328,7258,2209,96,0,NA,-42,2,-39,-41,-26,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-02,134984,7370,5656,112,12.76,81.17,134984,7370,5656,112,0,NA,-40,9,-28,-38,-25,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-03,137074,7479,2090,109,12.53,85.62,137074,7479,2090,109,0,NA,-41,9,-34,-38,-22,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-04,137762,7597,688,118,15.68,75.08,137762,7597,688,118,0,NA,-42,13,-37,-31,-6,11,NA,NA,NA
"São Paulo",355030,"SP",2020-07-05,139871,7621,2109,24,18.03,77.83,139871,7621,2109,24,0,NA,-50,2,-36,-38,0,10,NA,NA,NA
"São Paulo",355030,"SP",2020-07-06,140231,7634,360,13,19.17,74.5,140231,7634,360,13,0,NA,-39,4,-35,-38,-22,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-07,142502,7743,2271,109,20.47,73.38,142502,7743,2271,109,0,NA,-37,9,-33,-36,-25,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-08,144573,7864,2071,121,20.89,52.96,144573,7864,2071,121,0,NA,-37,6,-27,-36,-24,13,NA,NA,NA
"São Paulo",355030,"SP",2020-07-09,146739,7964,2166,100,18.18,73.38,146739,7964,2166,100,0,NA,-37,9,-24,-36,-26,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-10,149431,8089,2692,125,14.18,83.58,149431,8089,2692,125,0,NA,-37,11,-26,-34,-22,13,NA,NA,NA
"São Paulo",355030,"SP",2020-07-11,151365,8176,1934,87,19.09,73.75,151365,8176,1934,87,0,NA,-41,10,-30,-29,-6,10,NA,NA,NA
"São Paulo",355030,"SP",2020-07-12,152806,8212,1441,36,20.78,61.96,152806,8212,1441,36,0,NA,-48,0,-26,-35,1,8,NA,NA,NA
"São Paulo",355030,"SP",2020-07-13,154013,8231,1207,19,21.52,62.74,154013,8231,1207,19,0,NA,-39,-1,-31,-37,-22,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-14,158802,8336,4789,105,16.59,87.71,158802,8336,4789,105,0,NA,-41,-3,-42,-39,-26,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-15,160326,8451,1524,115,13.11,94.96,160326,8451,1524,115,0,NA,-38,1,-36,-39,-24,15,NA,NA,NA
"São Paulo",355030,"SP",2020-07-16,162242,8585,1916,134,14.4,90.71,162242,8585,1916,134,0,NA,-37,7,-25,-36,-23,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-17,163624,8696,1382,111,16.71,86.83,163624,8696,1382,111,0,NA,-38,6,-27,-35,-20,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-18,165094,8770,1470,74,17.94,84.12,165094,8770,1470,74,0,NA,-40,7,-30,-29,-5,11,NA,NA,NA
"São Paulo",355030,"SP",2020-07-19,166073,8778,979,8,17.93,79.21,166073,8778,979,8,0,NA,-46,0,-24,-34,1,9,NA,NA,NA
"São Paulo",355030,"SP",2020-07-20,166348,8799,275,21,18.31,71.12,166348,8799,275,21,0,NA,-37,4,-29,-36,-21,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-21,167801,8920,1453,121,18.86,70.75,167801,8920,1453,121,0,NA,-38,2,-30,-36,-24,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-22,171119,9025,3318,105,18.83,73.21,171119,9025,3318,105,0,NA,-37,2,-23,-35,-22,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-23,173710,9098,2591,73,18.6,76.29,173710,9098,2591,73,0,NA,-36,7,-13,-33,-22,14,NA,NA,NA
"São Paulo",355030,"SP",2020-07-24,176190,9156,2480,58,19.34,67.67,176190,9156,2480,58,0,NA,-37,8,-18,-33,-19,13,NA,NA,NA
"São Paulo",355030,"SP",2020-07-25,179115,9205,2925,49,19.8,60.42,179115,9205,2925,49,0,NA,-39,8,-20,-26,-5,10,NA,NA,NA
"São Paulo",355030,"SP",2020-07-26,179777,9222,662,17,15.55,90.79,179777,9222,662,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"São Paulo",355030,"SP",2020-07-27,182027,9241,2250,19,19.17,74.88,182027,9241,2250,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"São Paulo",355030,"SP",2020-07-28,182027,9241,0,0,20.8,66.71,182027,9241,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curitiba",410690,"PR",2020-03-12,5,0,5,0,21.26,66.37,0,0,0,0,0,NA,4,6,5,15,22,-3,105.15,NA,106.84
"Curitiba",410690,"PR",2020-03-13,5,0,0,0,22.17,53.47,0,0,0,0,0,NA,2,5,-10,15,23,-3,124.46,NA,114.5
"Curitiba",410690,"PR",2020-03-14,5,0,0,0,21.82,65.14,0,0,0,0,0,NA,4,8,-2,7,7,0,117.55,NA,90.61
"Curitiba",410690,"PR",2020-03-15,5,0,0,0,23.95,56.25,0,0,0,0,0,NA,1,10,-7,3,2,1,76.09,NA,58.54
"Curitiba",410690,"PR",2020-03-16,5,0,0,0,23.89,67.33,0,0,0,0,0,NA,-11,5,-29,2,21,0,80.13,NA,81.84
"Curitiba",410690,"PR",2020-03-17,7,0,2,0,21.73,69.55,0,0,0,0,0,NA,-16,11,-24,-3,14,1,76.92,NA,70.19
"Curitiba",410690,"PR",2020-03-18,8,0,1,0,22.18,73.35,0,0,0,0,0,NA,-26,8,-31,-16,4,6,66.81,NA,51.7
"Curitiba",410690,"PR",2020-03-19,17,0,9,0,22.88,62.94,0,0,0,0,0,NA,-28,8,-30,-22,-6,8,58.69,NA,48.56
"Curitiba",410690,"PR",2020-03-20,27,0,10,0,22.24,71.76,0,0,0,0,0,NA,-45,1,-45,-32,-15,13,55.52,NA,37.8
"Curitiba",410690,"PR",2020-03-21,31,0,4,0,19.33,79.46,0,0,0,0,0,NA,-65,-16,-63,-49,-30,17,38.65,NA,25.85
"Curitiba",410690,"PR",2020-03-22,31,0,0,0,19.52,69.29,0,0,0,0,1,NA,-76,-41,-74,-62,-36,18,23.58,NA,16.24
"Curitiba",410690,"PR",2020-03-23,34,0,3,0,18.47,69.6,0,0,0,0,0,NA,-68,-29,-61,-60,-40,21,35.38,NA,24.08
"Curitiba",410690,"PR",2020-03-24,40,0,6,0,18.26,67.12,0,0,0,0,0,NA,-72,-35,-60,-63,-48,22,35.19,NA,25.33
"Curitiba",410690,"PR",2020-03-25,60,0,20,0,18.57,69.86,0,0,0,0,0,NA,-71,-33,-53,-63,-49,23,35.64,NA,22.45
"Curitiba",410690,"PR",2020-03-26,66,0,6,0,18.62,65.74,0,0,0,0,0,NA,-68,-29,-49,-62,-48,22,38.59,NA,24.85
"Curitiba",410690,"PR",2020-03-27,71,0,5,0,18.64,69.89,0,0,0,0,0,NA,-69,-28,-56,-61,-46,23,42.22,NA,24.22
"Curitiba",410690,"PR",2020-03-28,74,0,3,0,20.11,71.6,74,0,74,0,0,NA,-72,-26,-59,-59,-42,19,39.77,NA,26.81
"Curitiba",410690,"PR",2020-03-29,73,0,-1,0,20.09,76.06,74,0,0,0,0,NA,-75,-42,-70,-64,-34,17,27.19,NA,18.93
"Curitiba",410690,"PR",2020-03-30,77,0,4,0,21.25,66.21,77,0,3,0,0,NA,-62,-27,-56,-59,-41,20,38.44,NA,29.18
"Curitiba",410690,"PR",2020-03-31,87,0,10,0,22,59.36,87,0,10,0,1,NA,-61,-21,-50,-57,-43,19,41.16,NA,31.03
"Curitiba",410690,"PR",2020-04-01,97,0,10,0,21.7,71.11,98,0,11,0,0,NA,-60,-17,-42,-57,-41,19,46.19,NA,32.47
"Curitiba",410690,"PR",2020-04-02,99,0,2,0,23.01,65.47,100,0,2,0,0,NA,-58,-17,-43,-56,-42,19,45.81,NA,30.88
"Curitiba",410690,"PR",2020-04-03,114,0,15,0,20.04,53.62,114,0,14,0,1,NA,-60,-14,-50,-54,-39,20,51.17,NA,31.21
"Curitiba",410690,"PR",2020-04-04,153,0,39,0,16.77,59.92,152,0,38,0,0,NA,-63,-12,-54,-52,-34,16,48.48,NA,32.54
"Curitiba",410690,"PR",2020-04-05,172,0,19,0,18.15,64.06,172,0,20,0,1,NA,-68,-29,-61,-56,-29,14,33.61,NA,19.34
"Curitiba",410690,"PR",2020-04-06,175,3,3,3,20.71,59.33,175,1,3,1,4,NA,-55,-19,-58,-54,-34,18,44.71,NA,32.32
"Curitiba",410690,"PR",2020-04-07,194,3,19,0,18.51,72.1,195,3,20,2,4,NA,-49,-6,-48,-49,-35,16,50.5,NA,34.13
"Curitiba",410690,"PR",2020-04-08,205,3,11,0,17.74,69.67,205,3,10,0,3,NA,-48,-4,-37,-48,-33,16,56.03,NA,37.87
"Curitiba",410690,"PR",2020-04-09,237,5,32,2,16.66,72.19,237,5,32,2,1,NA,-41,15,-32,-44,-34,13,62.28,NA,37.72
"Curitiba",410690,"PR",2020-04-10,251,5,14,0,16.54,71.25,251,5,14,0,0,NA,-77,-40,-55,-70,-75,29,47.16,NA,29.44
"Curitiba",410690,"PR",2020-04-11,279,5,28,0,15.86,77.79,279,5,28,0,1,NA,-54,9,-51,-46,-33,15,53.49,NA,31.84
"Curitiba",410690,"PR",2020-04-12,302,6,23,1,17.06,73.55,302,6,23,1,1,NA,-69,-50,-61,-52,-22,10,30.68,NA,17.57
"Curitiba",410690,"PR",2020-04-13,299,6,-3,0,17.75,69.43,299,6,-3,0,1,NA,-48,-18,-50,-49,-28,16,46.49,NA,33.17
"Curitiba",410690,"PR",2020-04-14,302,7,3,1,17.32,70.54,302,7,3,1,0,NA,-50,-19,-49,-49,-31,16,47.51,NA,38.94
"Curitiba",410690,"PR",2020-04-15,306,8,4,1,15.05,54.17,305,7,3,0,2,NA,-49,-14,-38,-47,-29,17,52.95,NA,37.87
"Curitiba",410690,"PR",2020-04-16,320,8,14,0,15.72,47.9,320,8,15,1,1,NA,-45,-11,-34,-45,-29,16,54.51,NA,36.13
"Curitiba",410690,"PR",2020-04-17,335,8,15,0,15.22,61.12,335,8,15,0,0,NA,-48,-11,-44,-43,-26,17,57.88,NA,41.09
"Curitiba",410690,"PR",2020-04-18,346,9,11,1,14.4,77.82,346,8,11,0,2,NA,-55,-11,-52,-46,-22,14,54.67,NA,31.25
"Curitiba",410690,"PR",2020-04-19,360,9,14,0,15.84,74.75,360,9,14,1,2,NA,-65,-30,-59,-53,-22,13,32.71,NA,23.89
"Curitiba",410690,"PR",2020-04-20,369,9,9,0,17.12,67.07,369,9,9,0,4,NA,-42,-5,-42,-46,-30,15,53.4,NA,36.76
"Curitiba",410690,"PR",2020-04-21,373,11,4,2,17.81,59.71,372,9,3,0,1,NA,-69,-40,-38,-66,-67,23,44.41,NA,28.29
"Curitiba",410690,"PR",2020-04-22,380,14,7,3,17.55,56.29,380,14,8,5,2,NA,-43,-11,-32,-43,-23,14,57.82,NA,42.86
"Curitiba",410690,"PR",2020-04-23,389,14,9,0,16.36,55.67,389,14,9,0,0,NA,-41,-11,-31,-42,-23,14,63.39,NA,44.16
"Curitiba",410690,"PR",2020-04-24,397,14,8,0,17.36,68.19,397,14,8,0,3,NA,-45,-12,-41,-42,-21,15,63.37,NA,43.79
"Curitiba",410690,"PR",2020-04-25,401,14,4,0,20.63,60.62,401,14,4,0,3,NA,-49,-8,-43,-41,-17,12,62.63,NA,39.39
"Curitiba",410690,"PR",2020-04-26,404,16,3,2,20.5,43.33,404,15,3,1,2,NA,-59,-23,-51,-48,-17,11,39.06,NA,28.62
"Curitiba",410690,"PR",2020-04-27,414,16,10,0,17.92,73.06,414,16,10,1,3,NA,-43,-17,-46,-43,-19,14,55.52,NA,41.12
"Curitiba",410690,"PR",2020-04-28,426,17,12,1,19.02,70.83,426,17,12,1,3,NA,-42,-14,-37,-41,-21,10,59.75,NA,44.16
"Curitiba",410690,"PR",2020-04-29,434,17,8,0,20,47.38,434,17,8,0,6,NA,-42,-11,-28,-41,-20,14,60.24,NA,44.16
"Curitiba",410690,"PR",2020-04-30,444,20,10,3,21.08,58.71,444,17,10,0,0,NA,-32,12,-22,-36,-19,10,72.52,NA,43.42
"Curitiba",410690,"PR",2020-05-01,453,23,9,3,20.5,63.78,453,23,9,6,1,NA,-70,-39,-40,-65,-67,24,52.97,NA,34.13
"Curitiba",410690,"PR",2020-05-02,467,23,14,0,18.49,60.36,467,23,14,0,2,NA,-46,1,-40,-42,-20,12,59.68,NA,36.72
"Curitiba",410690,"PR",2020-05-03,470,23,3,0,14.91,67.94,470,23,3,0,2,NA,-59,-21,-52,-48,-15,10,39.08,NA,25.44
"Curitiba",410690,"PR",2020-05-04,485,23,15,0,15.41,54.08,485,23,15,0,3,NA,-38,-7,-42,-41,-17,12,60.56,NA,46.75
"Curitiba",410690,"PR",2020-05-05,491,26,6,3,16.4,63.33,491,26,6,3,0,NA,-38,-6,-38,-40,-19,12,66.81,NA,51
"Curitiba",410690,"PR",2020-05-06,500,26,9,0,14.86,81.71,500,26,9,0,2,NA,-39,-3,-41,-42,-19,14,64.08,NA,39.68
"Curitiba",410690,"PR",2020-05-07,506,27,6,1,12.58,64.12,506,27,6,1,1,NA,-29,10,-25,-34,-18,12,67.15,NA,45.78
"Curitiba",410690,"PR",2020-05-08,514,28,8,1,13.75,63.27,514,28,8,1,0,NA,-29,11,-35,-32,-14,13,79.79,NA,50.37
"Curitiba",410690,"PR",2020-05-09,541,29,27,1,14.69,60.42,541,29,27,1,1,NA,-28,22,-37,-26,-10,10,80.37,NA,46.26
"Curitiba",410690,"PR",2020-05-10,553,29,12,0,16.68,50.69,553,29,12,0,2,NA,-52,-3,-52,-38,4,6,44.93,NA,25.18
"Curitiba",410690,"PR",2020-05-11,554,29,1,0,18.05,53.22,554,29,1,0,3,NA,-34,-5,-39,-36,-15,12,NA,NA,NA
"Curitiba",410690,"PR",2020-05-12,557,29,3,0,18.19,61.74,557,29,3,0,2,NA,-37,-6,-39,-35,-17,13,NA,NA,NA
"Curitiba",410690,"PR",2020-05-13,571,30,14,1,17.59,70.67,571,30,14,1,2,NA,-40,-8,-40,-39,-18,14,70.03,NA,47.6
"Curitiba",410690,"PR",2020-05-14,582,31,11,1,15,80.67,582,31,11,1,1,NA,-35,-3,-34,-36,-17,11,69.21,NA,48.08
"Curitiba",410690,"PR",2020-05-15,607,32,25,1,13,81.3,607,32,25,1,3,NA,-37,-1,-40,-35,-14,13,73.69,NA,49.04
"Curitiba",410690,"PR",2020-05-16,629,33,22,1,14.54,57.33,629,33,22,1,0,NA,-41,2,-40,-35,-11,11,76.01,NA,45.75
"Curitiba",410690,"PR",2020-05-17,639,33,10,0,16.96,55.56,639,33,10,0,1,NA,-54,-13,-49,-45,-7,10,45.63,NA,28.85
"Curitiba",410690,"PR",2020-05-18,642,34,3,1,16.33,55,642,34,3,1,0,NA,-35,-8,-41,-38,-13,13,65.34,NA,53.33
"Curitiba",410690,"PR",2020-05-19,648,34,6,0,16.13,68.16,648,34,6,0,1,NA,-36,-8,-35,-36,-15,12,71.08,NA,48.41
"Curitiba",410690,"PR",2020-05-20,677,34,29,0,17.1,69.27,677,34,29,0,2,NA,-35,-2,-24,-34,-15,13,72.79,NA,54.77
"Curitiba",410690,"PR",2020-05-21,711,35,34,1,18.57,57.85,711,35,34,1,3,NA,-33,1,-23,-33,-15,12,73.22,NA,51.41
"Curitiba",410690,"PR",2020-05-22,728,35,17,0,17.5,69.12,728,35,17,0,2,NA,-45,-10,-53,-41,-15,15,81.44,NA,45.56
"Curitiba",410690,"PR",2020-05-23,751,36,23,1,15.76,66.36,751,36,23,1,2,NA,-45,3,-53,-39,-12,13,78.13,NA,43.86
"Curitiba",410690,"PR",2020-05-24,778,36,27,0,12.98,70,778,36,27,0,3,NA,-59,-15,-60,-49,-10,12,48.4,NA,30.47
"Curitiba",410690,"PR",2020-05-25,790,36,12,0,12.62,64.92,790,36,12,0,3,NA,-33,-4,-43,-36,-13,13,65.85,NA,44.05
"Curitiba",410690,"PR",2020-05-26,816,37,26,1,12.85,54.65,816,37,26,1,2,NA,-35,-5,-37,-35,-14,12,70.92,NA,48.89
"Curitiba",410690,"PR",2020-05-27,852,37,36,0,14.82,51.89,852,37,36,0,4,NA,-34,-3,-26,-34,-13,13,74.28,NA,54.33
"Curitiba",410690,"PR",2020-05-28,904,39,52,2,16.5,47.71,904,39,52,2,5,NA,-31,1,-25,-32,-13,12,76.9,NA,48.71
"Curitiba",410690,"PR",2020-05-29,921,42,17,3,16.44,50.43,921,42,17,3,2,NA,-32,6,-35,-30,-10,13,88.86,NA,56.25
"Curitiba",410690,"PR",2020-05-30,945,47,24,5,17,49.2,945,47,24,5,4,NA,-36,9,-36,-29,-3,10,85.88,NA,57.43
"Curitiba",410690,"PR",2020-05-31,984,47,39,0,17.36,51.47,984,47,39,0,4,NA,-49,-4,-46,-39,1,9,53.55,NA,33.1
"Curitiba",410690,"PR",2020-06-01,1005,49,21,2,17.82,64.75,1005,49,21,2,2,NA,-34,-2,-47,-36,-11,12,72.58,NA,51.7
"Curitiba",410690,"PR",2020-06-02,1028,51,23,2,13.13,74.875,1028,51,23,2,3,NA,-37,-4,-47,-38,-14,13,71.11,NA,45.45
"Curitiba",410690,"PR",2020-06-03,1099,53,71,2,13.11,85,1099,53,71,2,5,NA,-33,1,-34,-34,-12,13,79.47,NA,49.82
"Curitiba",410690,"PR",2020-06-04,1143,53,44,0,13.43,86,1143,53,44,0,2,NA,-32,1,-42,-35,-14,13,79.15,NA,47.93
"Curitiba",410690,"PR",2020-06-05,1230,55,87,2,15.73,78.57,1231,55,88,2,6,NA,-27,11,-44,-30,-10,12,94.35,NA,58.69
"Curitiba",410690,"PR",2020-06-06,1264,54,34,-1,16.81,65.2,1265,54,34,-1,5,NA,-31,13,-48,-31,-5,11,91.62,NA,52.37
"Curitiba",410690,"PR",2020-06-07,1312,57,48,3,14.06,63.29,1312,57,47,3,2,NA,-43,0,-47,-39,2,10,60.33,NA,34.02
"Curitiba",410690,"PR",2020-06-08,1322,58,10,1,15.73,68.38,1322,58,10,1,4,NA,-25,2,-41,-31,-8,11,79.28,NA,55.47
"Curitiba",410690,"PR",2020-06-09,1357,62,35,4,17.18,100,1357,62,35,4,5,NA,-30,-4,-45,-33,-12,12,80.37,NA,52.92
"Curitiba",410690,"PR",2020-06-10,1420,67,63,5,17.57,86.075,1420,67,63,5,8,NA,-23,9,-33,-30,-11,10,89.97,NA,50
"Curitiba",410690,"PR",2020-06-11,1541,67,121,0,20.77,72.15,1541,67,121,0,5,NA,-52,-19,-30,-57,-60,21,76.59,NA,45.04
"Curitiba",410690,"PR",2020-06-12,1579,75,38,8,20.09,58.88,1579,75,38,8,2,NA,-14,15,-29,-31,-19,12,105.89,NA,72.19
"Curitiba",410690,"PR",2020-06-13,1676,76,97,1,20.6,61.54,1676,76,97,1,10,NA,-35,1,-41,-33,-5,10,85.46,NA,49.7
"Curitiba",410690,"PR",2020-06-14,1736,78,60,2,13.48,82.09,1736,78,60,2,3,NA,-50,-10,-57,-42,2,10,50.62,NA,30.62
"Curitiba",410690,"PR",2020-06-15,1770,79,34,1,13.2,80.08,1770,79,34,1,3,NA,-29,-1,-43,-33,-9,12,69.49,NA,48.93
"Curitiba",410690,"PR",2020-06-16,1898,83,128,4,15.64,73.1,1898,83,128,4,3,NA,-31,-2,-37,-32,-12,12,77.97,NA,54.44
"Curitiba",410690,"PR",2020-06-17,1945,90,47,7,16.23,68.4,1945,90,47,7,10,NA,-32,-2,-29,-33,-11,12,75.71,NA,53.77
"Curitiba",410690,"PR",2020-06-18,2060,95,115,5,16.85,65.38,2060,95,115,5,4,NA,-30,-1,-28,-33,-13,11,71.33,NA,51.96
"Curitiba",410690,"PR",2020-06-19,2253,98,193,3,18.53,63.74,2253,98,193,3,4,NA,-34,1,-36,-34,-13,12,93.19,NA,59.69
"Curitiba",410690,"PR",2020-06-20,2375,99,122,1,18.62,65.1,2375,99,122,1,10,NA,-43,1,-39,-35,-6,11,82.15,NA,50.07
"Curitiba",410690,"PR",2020-06-21,2487,103,112,4,18.83,59.48,2487,103,112,4,7,NA,-54,-12,-46,-43,2,10,54.26,NA,35.43
"Curitiba",410690,"PR",2020-06-22,2666,110,179,7,18.93,59.86,2666,110,179,7,5,NA,-32,-6,-42,-35,-11,12,78.11,NA,56.55
"Curitiba",410690,"PR",2020-06-23,2757,117,91,7,17.34,67.76,2757,117,91,7,5,NA,-33,-5,-36,-33,-14,12,76.58,NA,57.17
"Curitiba",410690,"PR",2020-06-24,2968,120,211,3,17.17,56.88,2968,120,211,3,4,NA,-34,-4,-27,-34,-13,13,79.32,NA,63.57
"Curitiba",410690,"PR",2020-06-25,3093,122,125,2,17.78,66.84,3093,122,125,2,5,NA,-36,-7,-41,-37,-15,13,76.01,NA,49.85
"Curitiba",410690,"PR",2020-06-26,3208,128,115,6,13.98,86.09,3208,128,115,6,0,NA,-37,-1,-51,-38,-14,15,84.72,NA,55.33
"Curitiba",410690,"PR",2020-06-27,3438,129,230,1,9.5,78.855,3438,129,230,1,0,NA,-53,-4,-63,-47,-14,15,70.32,NA,35.84
"Curitiba",410690,"PR",2020-06-28,3696,134,258,5,11.38,71.62,3696,134,258,5,0,NA,-61,-28,-63,-51,-6,14,49.24,NA,29.62
"Curitiba",410690,"PR",2020-06-29,3874,139,178,5,12.63,79.5,3874,139,178,5,0,NA,-34,-7,-49,-38,-12,13,71.7,NA,54.7
"Curitiba",410690,"PR",2020-06-30,4115,145,241,6,15.47,69.46,4115,145,241,6,0,NA,-34,-6,-46,-36,-15,10,74.32,NA,52.37
"Curitiba",410690,"PR",2020-07-01,4454,145,339,0,11.16,68,4454,145,339,0,0,NA,-39,1,-42,-41,-17,10,71.31,NA,40.83
"Curitiba",410690,"PR",2020-07-02,4828,160,374,15,10.52,63.87,4828,160,374,15,0,NA,-35,4,-37,-38,-17,12,76.29,NA,49.63
"Curitiba",410690,"PR",2020-07-03,5154,164,326,4,11.46,57.4,5154,164,326,4,0,NA,-36,6,-44,-36,-14,14,88.31,NA,53.88
"Curitiba",410690,"PR",2020-07-04,5828,168,674,4,13.65,55.93,5828,168,674,4,0,NA,-45,12,-45,-38,-10,12,79.54,NA,45.67
"Curitiba",410690,"PR",2020-07-05,6084,179,256,11,15.95,61.27,6084,179,256,11,0,NA,-63,-49,-58,-49,-8,12,51.09,NA,30.51
"Curitiba",410690,"PR",2020-07-06,6443,181,359,2,16.1,78.62,6443,181,359,2,0,NA,-36,4,-51,-40,-15,13,74.65,NA,49.78
"Curitiba",410690,"PR",2020-07-07,6692,188,249,7,16.8,61.9,6692,188,249,7,0,NA,-35,6,-40,-36,-17,12,80.37,NA,53.7
"Curitiba",410690,"PR",2020-07-08,7250,199,558,11,18.09,63.17,7250,199,558,11,0,NA,-41,-1,-42,-40,-18,14,78.14,NA,51.04
"Curitiba",410690,"PR",2020-07-09,7707,207,457,8,11.13,68.43,7707,207,457,8,0,NA,-35,5,-32,-36,-17,12,83.04,NA,53.92
"Curitiba",410690,"PR",2020-07-10,8431,210,724,3,17.85,44.45,8431,210,724,3,0,NA,-37,7,-40,-35,-14,13,108.63,NA,66.86
"Curitiba",410690,"PR",2020-07-11,8690,228,259,18,15.82,63.89,8690,228,259,18,0,NA,-47,10,-43,-37,-10,11,84.77,NA,50.7
"Curitiba",410690,"PR",2020-07-12,9158,245,468,17,19.56,59.5,9158,245,468,17,0,NA,-61,-53,-49,-44,-7,11,55.44,NA,34.62
"Curitiba",410690,"PR",2020-07-13,9329,262,171,17,19.98,66.86,9329,262,171,17,0,NA,-37,-3,-45,-38,-15,13,80.17,NA,51.37
"Curitiba",410690,"PR",2020-07-14,9532,285,203,23,15.12,54,9532,285,203,23,0,NA,-39,-4,-38,-37,-17,13,86.56,NA,56.47
"Curitiba",410690,"PR",2020-07-15,10147,306,615,21,12.38,72.67,10147,306,615,21,0,NA,-31,2,-28,-34,-13,12,85.91,NA,61.09
"Curitiba",410690,"PR",2020-07-16,10804,315,657,9,12.43,76.45,10804,315,657,9,0,NA,-28,3,-28,-32,-13,11,86.68,NA,57.88
"Curitiba",410690,"PR",2020-07-17,11338,337,534,22,15.73,69,11338,337,534,22,0,NA,-31,4,-37,-31,-11,12,96.05,NA,64.09
"Curitiba",410690,"PR",2020-07-18,11822,343,484,6,17.91,62.5,11822,343,484,6,0,NA,-41,10,-36,-34,-7,10,87.64,NA,56.88
"Curitiba",410690,"PR",2020-07-19,12195,355,373,12,17.49,59.33,12195,355,373,12,0,NA,-54,-29,-43,-40,-2,10,58.01,NA,35.98
"Curitiba",410690,"PR",2020-07-20,12283,361,88,6,16.44,54.83,12283,361,88,6,0,NA,-28,2,-38,-33,-11,11,89.5,NA,65.9
"Curitiba",410690,"PR",2020-07-21,12464,386,181,25,17.37,63.39,12464,386,181,25,0,NA,-30,0,-30,-31,-13,11,93.1,NA,66.42
"Curitiba",410690,"PR",2020-07-22,13162,404,698,18,17.43,59.75,13162,404,698,18,0,NA,-29,1,-21,-31,-11,12,91.85,NA,75.18
"Curitiba",410690,"PR",2020-07-23,13784,423,622,19,17.18,62.21,13784,423,622,19,0,NA,-27,2,-20,-30,-12,10,93.23,NA,63.13
