"localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","gl_retail_and_recreation_percent_change_from_baseline","gl_grocery_and_pharmacy_percent_change_from_baseline","gl_parks_percent_change_from_baseline","gl_transit_stations_percent_change_from_baseline","gl_workplaces_percent_change_from_baseline","gl_residential_percent_change_from_baseline","ap_driving"
41,"PR",2020-04-05,445,10,44,3,0,0,0,0,-68,-29,-61,-56,-29,14,34.89
41,"PR",2020-04-06,466,14,21,4,458,11,20,2,-55,-19,-58,-54,-34,18,45.71
41,"PR",2020-04-06,466,14,21,4,0,0,0,0,-55,-19,-58,-54,-34,18,45.71
41,"PR",2020-04-07,511,15,45,1,503,15,45,4,-49,-6,-48,-49,-35,16,53.38
41,"PR",2020-04-07,511,15,45,1,0,0,0,0,-49,-6,-48,-49,-35,16,53.38
41,"PR",2020-04-08,550,17,39,2,539,17,36,2,-48,-4,-37,-48,-33,16,58.58
41,"PR",2020-04-08,550,17,39,2,0,0,0,0,-48,-4,-37,-48,-33,16,58.58
41,"PR",2020-04-09,621,24,71,7,609,22,70,5,-41,15,-32,-44,-34,13,68.89
41,"PR",2020-04-09,621,24,71,7,0,0,0,0,-41,15,-32,-44,-34,13,68.89
41,"PR",2020-04-10,655,26,34,2,643,25,34,3,-77,-40,-55,-70,-75,29,47.2
41,"PR",2020-04-10,655,26,34,2,0,0,0,0,-77,-40,-55,-70,-75,29,47.2
41,"PR",2020-04-11,688,27,33,1,676,26,33,1,-54,9,-51,-46,-33,15,67.02
41,"PR",2020-04-11,688,27,33,1,0,0,0,0,-54,9,-51,-46,-33,15,67.02
41,"PR",2020-04-12,750,31,62,4,738,30,62,4,-69,-50,-61,-52,-22,10,34.97
41,"PR",2020-04-12,750,31,62,4,0,0,0,0,-69,-50,-61,-52,-22,10,34.97
41,"PR",2020-04-13,768,33,18,2,756,31,18,1,-48,-18,-50,-49,-28,16,52.17
41,"PR",2020-04-13,768,33,18,2,0,0,0,0,-48,-18,-50,-49,-28,16,52.17
41,"PR",2020-04-14,803,39,35,6,791,36,35,5,-50,-19,-49,-49,-31,16,54.03
41,"PR",2020-04-14,803,39,35,6,0,0,0,0,-50,-19,-49,-49,-31,16,54.03
41,"PR",2020-04-15,816,41,13,2,803,38,12,2,-49,-14,-38,-47,-29,17,56.62
41,"PR",2020-04-15,816,41,13,2,0,0,0,0,-49,-14,-38,-47,-29,17,56.62
41,"PR",2020-04-16,845,43,29,2,832,41,29,3,-45,-11,-34,-45,-29,16,57.41
41,"PR",2020-04-16,845,43,29,2,0,0,0,0,-45,-11,-34,-45,-29,16,57.41
41,"PR",2020-04-17,887,44,42,1,874,42,42,1,-48,-11,-44,-43,-26,17,64.31
41,"PR",2020-04-17,887,44,42,1,0,0,0,0,-48,-11,-44,-43,-26,17,64.31
41,"PR",2020-04-18,960,49,73,5,945,46,71,4,-55,-11,-52,-46,-22,14,62.13
41,"PR",2020-04-18,960,49,73,5,0,0,0,0,-55,-11,-52,-46,-22,14,62.13
41,"PR",2020-04-19,1002,52,42,3,987,48,42,2,-65,-30,-59,-53,-22,13,38.48
41,"PR",2020-04-19,1002,52,42,3,0,0,0,0,-65,-30,-59,-53,-22,13,38.48
41,"PR",2020-04-20,1022,53,20,1,1007,51,20,3,-42,-5,-42,-46,-30,15,60.46
41,"PR",2020-04-20,1022,53,20,1,0,0,0,0,-42,-5,-42,-46,-30,15,60.46
41,"PR",2020-04-21,1039,55,17,2,1024,51,17,0,-69,-40,-38,-66,-67,23,50.18
41,"PR",2020-04-21,1039,55,17,2,0,0,0,0,-69,-40,-38,-66,-67,23,50.18
41,"PR",2020-04-22,1077,60,38,5,1063,57,39,6,-43,-11,-32,-43,-23,14,61.48
41,"PR",2020-04-22,1077,60,38,5,0,0,0,0,-43,-11,-32,-43,-23,14,61.48
41,"PR",2020-04-23,1096,62,19,2,1082,60,19,3,-41,-11,-31,-42,-23,14,65.04
41,"PR",2020-04-23,1096,62,19,2,0,0,0,0,-41,-11,-31,-42,-23,14,65.04
41,"PR",2020-04-24,1133,67,37,5,1119,64,37,4,-45,-12,-41,-42,-21,15,67.54
41,"PR",2020-04-24,1133,67,37,5,0,0,0,0,-45,-12,-41,-42,-21,15,67.54
41,"PR",2020-04-25,1155,71,22,4,1140,69,21,5,-49,-8,-43,-41,-17,12,66.9
41,"PR",2020-04-25,1155,71,22,4,0,0,0,0,-49,-8,-43,-41,-17,12,66.9
41,"PR",2020-04-26,1171,75,16,4,1156,72,16,3,-59,-23,-51,-48,-17,11,41.58
41,"PR",2020-04-26,1171,75,16,4,0,0,0,0,-59,-23,-51,-48,-17,11,41.58
41,"PR",2020-04-27,1201,77,30,2,1186,75,30,3,-43,-17,-46,-43,-19,14,58.8
41,"PR",2020-04-27,1201,77,30,2,0,0,0,0,-43,-17,-46,-43,-19,14,58.8
41,"PR",2020-04-28,1286,79,85,2,1271,77,85,2,-42,-14,-37,-41,-21,10,62.39
41,"PR",2020-04-28,1286,79,85,2,0,0,0,0,-42,-14,-37,-41,-21,10,62.39
41,"PR",2020-04-29,1364,84,78,5,1348,82,77,5,-42,-11,-28,-41,-20,14,63.78
41,"PR",2020-04-29,1364,84,78,5,0,0,0,0,-42,-11,-28,-41,-20,14,63.78
41,"PR",2020-04-30,1423,88,59,4,1407,83,59,1,-32,12,-22,-36,-19,10,77.65
41,"PR",2020-04-30,1423,88,59,4,0,0,0,0,-32,12,-22,-36,-19,10,77.65
41,"PR",2020-05-01,1464,92,41,4,1447,89,40,6,-70,-39,-40,-65,-67,24,58.83
41,"PR",2020-05-01,1464,92,41,4,0,0,0,0,-70,-39,-40,-65,-67,24,58.83
41,"PR",2020-05-02,1510,93,46,1,1492,90,45,1,-46,1,-40,-42,-20,12,64.13
41,"PR",2020-05-02,1510,93,46,1,0,0,0,0,-46,1,-40,-42,-20,12,64.13
41,"PR",2020-05-03,1533,96,23,3,1514,93,22,3,-59,-21,-52,-48,-15,10,44.29
41,"PR",2020-05-03,1533,96,23,3,0,0,0,0,-59,-21,-52,-48,-15,10,44.29
41,"PR",2020-05-04,1581,97,48,1,1562,94,48,1,-38,-7,-42,-41,-17,12,62.92
41,"PR",2020-05-04,1581,97,48,1,0,0,0,0,-38,-7,-42,-41,-17,12,62.92
41,"PR",2020-05-05,1608,102,27,5,1588,99,26,5,-38,-6,-38,-40,-19,12,67.63
41,"PR",2020-05-05,1608,102,27,5,0,0,0,0,-38,-6,-38,-40,-19,12,67.63
41,"PR",2020-05-06,1647,104,39,2,1627,101,39,2,-39,-3,-41,-42,-19,14,69.06
41,"PR",2020-05-06,1647,104,39,2,0,0,0,0,-39,-3,-41,-42,-19,14,69.06
41,"PR",2020-05-07,1678,107,31,3,1656,104,29,3,-29,10,-25,-34,-18,12,70.53
41,"PR",2020-05-07,1678,107,31,3,0,0,0,0,-29,10,-25,-34,-18,12,70.53
41,"PR",2020-05-08,1734,109,56,2,1711,106,55,2,-29,11,-35,-32,-14,13,81.52
41,"PR",2020-05-08,1734,109,56,2,0,0,0,0,-29,11,-35,-32,-14,13,81.52
41,"PR",2020-05-09,1809,110,75,1,1785,107,74,1,-28,22,-37,-26,-10,10,83.81
41,"PR",2020-05-09,1809,110,75,1,0,0,0,0,-28,22,-37,-26,-10,10,83.81
41,"PR",2020-05-10,1859,112,50,2,1835,109,50,2,-52,-3,-52,-38,4,6,46.63
41,"PR",2020-05-10,1859,112,50,2,0,0,0,0,-52,-3,-52,-38,4,6,46.63
41,"PR",2020-05-11,1873,114,14,2,1849,111,14,2,-34,-5,-39,-36,-15,12,70.4281712062257
41,"PR",2020-05-11,1873,114,14,2,0,0,0,0,-34,-5,-39,-36,-15,12,70.4281712062257
41,"PR",2020-05-12,1930,116,57,2,1906,113,57,2,-37,-6,-39,-35,-17,13,70.4281712062257
41,"PR",2020-05-12,1930,116,57,2,0,0,0,0,-37,-6,-39,-35,-17,13,70.4281712062257
41,"PR",2020-05-13,2023,120,93,4,1996,117,90,4,-40,-8,-40,-39,-18,14,68.73
41,"PR",2020-05-13,2023,120,93,4,0,0,0,0,-40,-8,-40,-39,-18,14,68.73
41,"PR",2020-05-14,2091,122,68,2,2063,119,67,2,-35,-3,-34,-36,-17,11,71.59
41,"PR",2020-05-14,2091,122,68,2,0,0,0,0,-35,-3,-34,-36,-17,11,71.59
41,"PR",2020-05-15,2167,124,76,2,2139,120,76,1,-37,-1,-40,-35,-14,13,80.66
41,"PR",2020-05-15,2167,124,76,2,0,0,0,0,-37,-1,-40,-35,-14,13,80.66
41,"PR",2020-05-16,2272,126,105,2,2242,123,103,3,-41,2,-40,-35,-11,11,80.27
41,"PR",2020-05-16,2272,126,105,2,0,0,0,0,-41,2,-40,-35,-11,11,80.27
41,"PR",2020-05-17,2316,127,44,1,2286,124,44,1,-54,-13,-49,-45,-7,10,47.87
41,"PR",2020-05-17,2316,127,44,1,0,0,0,0,-54,-13,-49,-45,-7,10,47.87
41,"PR",2020-05-18,2390,130,74,3,2360,127,74,3,-35,-8,-41,-38,-13,13,65.97
41,"PR",2020-05-18,2390,130,74,3,0,0,0,0,-35,-8,-41,-38,-13,13,65.97
41,"PR",2020-05-19,2519,133,129,3,2481,129,121,2,-36,-8,-35,-36,-15,12,71.82
41,"PR",2020-05-19,2519,133,129,3,0,0,0,0,-36,-8,-35,-36,-15,12,71.82
41,"PR",2020-05-20,2656,140,137,7,2616,137,135,8,-35,-2,-24,-34,-15,13,74.12
41,"PR",2020-05-20,2656,140,137,7,0,0,0,0,-35,-2,-24,-34,-15,13,74.12
41,"PR",2020-05-21,2855,144,199,4,2810,141,194,4,-33,1,-23,-33,-15,12,75.26
41,"PR",2020-05-21,2855,144,199,4,0,0,0,0,-33,1,-23,-33,-15,12,75.26
41,"PR",2020-05-22,2985,149,130,5,2939,146,129,5,-45,-10,-53,-41,-15,15,78.94
41,"PR",2020-05-22,2985,149,130,5,0,0,0,0,-45,-10,-53,-41,-15,15,78.94
41,"PR",2020-05-23,3147,153,162,4,3099,150,160,4,-45,3,-53,-39,-12,13,76.83
41,"PR",2020-05-23,3147,153,162,4,0,0,0,0,-45,3,-53,-39,-12,13,76.83
41,"PR",2020-05-24,3260,156,113,3,3212,153,113,3,-59,-15,-60,-49,-10,12,47.73
41,"PR",2020-05-24,3260,156,113,3,0,0,0,0,-59,-15,-60,-49,-10,12,47.73
41,"PR",2020-05-25,3384,160,124,4,3331,156,119,3,-33,-4,-43,-36,-13,13,68.23
41,"PR",2020-05-25,3384,160,124,4,0,0,0,0,-33,-4,-43,-36,-13,13,68.23
41,"PR",2020-05-26,3567,164,183,4,3512,159,181,3,-35,-5,-37,-35,-14,12,71.49
41,"PR",2020-05-26,3567,164,183,4,0,0,0,0,-35,-5,-37,-35,-14,12,71.49
41,"PR",2020-05-27,3768,167,201,3,3712,162,200,3,-34,-3,-26,-34,-13,13,73.74
41,"PR",2020-05-27,3768,167,201,3,0,0,0,0,-34,-3,-26,-34,-13,13,73.74
41,"PR",2020-05-28,4041,174,273,7,3984,169,272,7,-31,1,-25,-32,-13,12,76.55
41,"PR",2020-05-28,4041,174,273,7,0,0,0,0,-31,1,-25,-32,-13,12,76.55
41,"PR",2020-05-29,4300,178,259,4,4236,173,252,4,-32,6,-35,-30,-10,13,87.39
41,"PR",2020-05-29,4300,178,259,4,0,0,0,0,-32,6,-35,-30,-10,13,87.39
41,"PR",2020-05-30,4538,186,238,8,4473,181,237,8,-36,9,-36,-29,-3,10,88.15
41,"PR",2020-05-30,4538,186,238,8,0,0,0,0,-36,9,-36,-29,-3,10,88.15
41,"PR",2020-05-31,4752,187,214,1,4687,182,214,1,-49,-4,-46,-39,1,9,55.08
41,"PR",2020-05-31,4752,187,214,1,0,0,0,0,-49,-4,-46,-39,1,9,55.08
41,"PR",2020-06-01,4900,195,148,8,4835,190,148,8,-34,-2,-47,-36,-11,12,72.13
41,"PR",2020-06-01,4900,195,148,8,0,0,0,0,-34,-2,-47,-36,-11,12,72.13
41,"PR",2020-06-02,5235,204,335,9,5163,199,328,9,-37,-4,-47,-38,-14,13,73.07
41,"PR",2020-06-02,5235,204,335,9,0,0,0,0,-37,-4,-47,-38,-14,13,73.07
41,"PR",2020-06-03,5567,210,332,6,5494,205,331,6,-33,1,-34,-34,-12,13,79.62
41,"PR",2020-06-03,5567,210,332,6,0,0,0,0,-33,1,-34,-34,-12,13,79.62
41,"PR",2020-06-04,5895,220,328,10,5820,215,326,10,-32,1,-42,-35,-14,13,77.71
41,"PR",2020-06-04,5895,220,328,10,0,0,0,0,-32,1,-42,-35,-14,13,77.71
41,"PR",2020-06-05,6434,233,539,13,6348,227,528,12,-27,11,-44,-30,-10,12,90.83
41,"PR",2020-06-05,6434,233,539,13,0,0,0,0,-27,11,-44,-30,-10,12,90.83
41,"PR",2020-06-06,6693,239,259,6,6605,232,257,5,-31,13,-48,-31,-5,11,90.54
41,"PR",2020-06-06,6693,239,259,6,0,0,0,0,-31,13,-48,-31,-5,11,90.54
41,"PR",2020-06-07,6987,244,294,5,6897,237,292,5,-43,0,-47,-39,2,10,58.48
41,"PR",2020-06-07,6987,244,294,5,0,0,0,0,-43,0,-47,-39,2,10,58.48
41,"PR",2020-06-08,7121,250,134,6,7031,243,134,6,-25,2,-41,-31,-8,11,77.03
41,"PR",2020-06-08,7121,250,134,6,0,0,0,0,-25,2,-41,-31,-8,11,77.03
41,"PR",2020-06-09,7410,260,289,10,7314,253,283,10,-30,-4,-45,-33,-12,12,83.23
41,"PR",2020-06-09,7410,260,289,10,0,0,0,0,-30,-4,-45,-33,-12,12,83.23
41,"PR",2020-06-10,7934,282,524,22,7831,275,517,22,-23,9,-33,-30,-11,10,94.64
41,"PR",2020-06-10,7934,282,524,22,0,0,0,0,-23,9,-33,-30,-11,10,94.64
41,"PR",2020-06-11,8569,288,635,6,8457,280,626,5,-52,-19,-30,-57,-60,21,78.58
41,"PR",2020-06-11,8569,288,635,6,0,0,0,0,-52,-19,-30,-57,-60,21,78.58
41,"PR",2020-06-12,8818,302,249,14,8705,294,248,14,-14,15,-29,-31,-19,12,109.37
41,"PR",2020-06-12,8818,302,249,14,0,0,0,0,-14,15,-29,-31,-19,12,109.37
41,"PR",2020-06-13,9353,320,535,18,9233,312,528,18,-35,1,-41,-33,-5,10,86.93
41,"PR",2020-06-13,9353,320,535,18,0,0,0,0,-35,1,-41,-33,-5,10,86.93
41,"PR",2020-06-14,9706,334,353,14,9583,326,350,14,-50,-10,-57,-42,2,10,57.16
41,"PR",2020-06-14,9706,334,353,14,0,0,0,0,-50,-10,-57,-42,2,10,57.16
41,"PR",2020-06-15,9839,342,133,8,9716,334,133,8,-29,-1,-43,-33,-9,12,74.73
41,"PR",2020-06-15,9839,342,133,8,0,0,0,0,-29,-1,-43,-33,-9,12,74.73
41,"PR",2020-06-16,10690,372,851,30,10557,364,841,30,-31,-2,-37,-32,-12,12,78.07
41,"PR",2020-06-16,10690,372,851,30,0,0,0,0,-31,-2,-37,-32,-12,12,78.07
41,"PR",2020-06-17,11225,394,535,22,11085,386,528,22,-32,-2,-29,-33,-11,12,78.73
41,"PR",2020-06-17,11225,394,535,22,0,0,0,0,-32,-2,-29,-33,-11,12,78.73
41,"PR",2020-06-18,12059,415,834,21,11919,406,834,20,-30,-1,-28,-33,-13,11,77.67
41,"PR",2020-06-18,12059,415,834,21,0,0,0,0,-30,-1,-28,-33,-13,11,77.67
41,"PR",2020-06-19,12932,428,873,13,12785,419,866,13,-34,1,-36,-34,-13,12,90.29
41,"PR",2020-06-19,12932,428,873,13,0,0,0,0,-34,1,-36,-34,-13,12,90.29
41,"PR",2020-06-20,13821,437,889,9,13662,428,877,9,-43,1,-39,-35,-6,11,86.14
41,"PR",2020-06-20,13821,437,889,9,0,0,0,0,-43,1,-39,-35,-6,11,86.14
41,"PR",2020-06-21,14501,451,680,14,14501,451,839,23,-54,-12,-46,-43,2,10,57.4
41,"PR",2020-06-21,14501,451,680,14,165,9,165,9,-54,-12,-46,-43,2,10,57.4
41,"PR",2020-06-22,15124,469,623,18,15124,469,623,18,-32,-6,-42,-35,-11,12,78.37
41,"PR",2020-06-22,15124,469,623,18,176,9,11,0,-32,-6,-42,-35,-11,12,78.37
41,"PR",2020-06-23,15853,498,729,29,15853,498,729,29,-33,-5,-36,-33,-14,12,80.41
41,"PR",2020-06-23,15853,498,729,29,180,11,4,2,-33,-5,-36,-33,-14,12,80.41
41,"PR",2020-06-24,16963,521,1110,23,16963,521,1110,23,-34,-4,-27,-34,-13,13,82.93
41,"PR",2020-06-24,16963,521,1110,23,194,11,14,0,-34,-4,-27,-34,-13,13,82.93
41,"PR",2020-06-25,17822,539,859,18,17821,539,858,18,-36,-7,-41,-37,-15,13,77.88
41,"PR",2020-06-25,17822,539,859,18,203,13,9,2,-36,-7,-41,-37,-15,13,77.88
41,"PR",2020-06-26,18672,564,850,25,18672,564,851,25,-37,-1,-51,-38,-14,15,87.43
41,"PR",2020-06-26,18672,564,850,25,208,13,5,0,-37,-1,-51,-38,-14,15,87.43
41,"PR",2020-06-27,19819,575,1147,11,19819,575,1147,11,-53,-4,-63,-47,-14,15,79.92
41,"PR",2020-06-27,19819,575,1147,11,221,13,13,0,-53,-4,-63,-47,-14,15,79.92
41,"PR",2020-06-28,20742,599,923,24,20742,599,923,24,-61,-28,-63,-51,-6,14,52
41,"PR",2020-06-28,20742,599,923,24,226,13,5,0,-61,-28,-63,-51,-6,14,52
41,"PR",2020-06-29,21326,613,584,14,21326,613,584,14,-34,-7,-49,-38,-12,13,74.28
41,"PR",2020-06-29,21326,613,584,14,237,13,11,0,-34,-7,-49,-38,-12,13,74.28
41,"PR",2020-06-30,22877,649,1551,36,22877,649,1551,36,-34,-6,-46,-36,-15,10,72.36
41,"PR",2020-06-30,22877,649,1551,36,254,13,17,0,-34,-6,-46,-36,-15,10,72.36
41,"PR",2020-07-01,24225,663,1348,14,24225,663,1348,14,-39,1,-42,-41,-17,10,73.24
41,"PR",2020-07-01,24225,663,1348,14,260,13,6,0,-39,1,-42,-41,-17,10,73.24
41,"PR",2020-07-02,26304,706,2079,43,26304,706,2079,43,-35,4,-37,-38,-17,12,77.4
41,"PR",2020-07-02,26304,706,2079,43,280,13,20,0,-35,4,-37,-38,-17,12,77.4
41,"PR",2020-07-03,28166,727,1862,21,28166,728,1862,22,-36,6,-44,-36,-14,14,91.55
41,"PR",2020-07-03,28166,727,1862,21,302,13,22,0,-36,6,-44,-36,-14,14,91.55
41,"PR",2020-07-04,30570,763,2404,36,30570,763,2404,35,-45,12,-45,-38,-10,12,87.41
41,"PR",2020-07-04,30570,763,2404,36,329,14,27,1,-45,12,-45,-38,-10,12,87.41
41,"PR",2020-07-05,31459,795,889,32,31459,795,889,32,-63,-49,-58,-49,-8,12,54.66
41,"PR",2020-07-05,31459,795,889,32,339,14,10,0,-63,-49,-58,-49,-8,12,54.66
41,"PR",2020-07-06,32769,820,1310,25,32769,820,1310,25,-36,4,-51,-40,-15,13,78.05
41,"PR",2020-07-06,32769,820,1310,25,358,14,19,0,-36,4,-51,-40,-15,13,78.05
41,"PR",2020-07-07,34308,851,1539,31,34308,851,1539,31,-35,6,-40,-36,-17,12,84.14
41,"PR",2020-07-07,34308,851,1539,31,369,14,11,0,-35,6,-40,-36,-17,12,84.14
41,"PR",2020-07-08,35715,895,1407,44,35715,895,1407,44,-41,-1,-42,-40,-18,14,83.3
41,"PR",2020-07-08,35715,895,1407,44,391,15,22,1,-41,-1,-42,-40,-18,14,83.3
41,"PR",2020-07-09,37424,931,1709,36,37424,931,1709,36,-35,5,-32,-36,-17,12,87.9
41,"PR",2020-07-09,37424,931,1709,36,423,17,32,2,-35,5,-32,-36,-17,12,87.9
41,"PR",2020-07-10,39512,978,2088,47,39512,978,2088,47,-37,7,-40,-35,-14,13,109.44
41,"PR",2020-07-10,39512,978,2088,47,448,17,25,0,-37,7,-40,-35,-14,13,109.44
41,"PR",2020-07-11,40797,1016,1285,38,40797,1016,1285,38,-47,10,-43,-37,-10,11,95.9
41,"PR",2020-07-11,40797,1016,1285,38,468,17,20,0,-47,10,-43,-37,-10,11,95.9
41,"PR",2020-07-12,42537,1045,1740,29,42537,1045,1740,29,-61,-53,-49,-44,-7,11,62.77
41,"PR",2020-07-12,42537,1045,1740,29,479,17,11,0,-61,-53,-49,-44,-7,11,62.77
41,"PR",2020-07-13,43582,1089,1045,44,43582,1089,1045,44,-37,-3,-45,-38,-15,13,82.07
41,"PR",2020-07-13,43582,1089,1045,44,487,17,8,0,-37,-3,-45,-38,-15,13,82.07
41,"PR",2020-07-14,45363,1146,1781,57,45363,1146,1781,57,-39,-4,-38,-37,-17,13,88.93
41,"PR",2020-07-14,45363,1146,1781,57,493,17,6,0,-39,-4,-38,-37,-17,13,88.93
41,"PR",2020-07-15,47124,1200,1761,54,47124,1200,1761,54,-31,2,-28,-34,-13,12,88.17
41,"PR",2020-07-15,47124,1200,1761,54,523,19,30,2,-31,2,-28,-34,-13,12,88.17
41,"PR",2020-07-16,49405,1246,2281,46,49405,1246,2281,46,-28,3,-28,-32,-13,11,90.67
41,"PR",2020-07-16,49405,1246,2281,46,542,19,19,0,-28,3,-28,-32,-13,11,90.67
41,"PR",2020-07-17,51321,1292,1916,46,51321,1292,1916,46,-31,4,-37,-31,-11,12,102.5
41,"PR",2020-07-17,51321,1292,1916,46,560,19,18,0,-31,4,-37,-31,-11,12,102.5
41,"PR",2020-07-18,53553,1308,2232,16,53553,1308,2232,16,-41,10,-36,-34,-7,10,98.02
41,"PR",2020-07-18,53553,1308,2232,16,589,19,29,0,-41,10,-36,-34,-7,10,98.02
41,"PR",2020-07-19,54629,1327,1076,19,54629,1327,1076,19,-54,-29,-43,-40,-2,10,65.43
41,"PR",2020-07-19,54629,1327,1076,19,603,19,14,0,-54,-29,-43,-40,-2,10,65.43
41,"PR",2020-07-20,55909,1357,1280,30,55909,1357,1280,30,-28,2,-38,-33,-11,11,89.46
41,"PR",2020-07-20,55909,1357,1280,30,615,19,12,0,-28,2,-38,-33,-11,11,89.46
41,"PR",2020-07-21,57538,1415,1629,58,57538,1415,1629,58,-30,0,-30,-31,-13,11,93.02
41,"PR",2020-07-21,57538,1415,1629,58,633,19,18,0,-30,0,-30,-31,-13,11,93.02
41,"PR",2020-07-22,59927,1486,2389,71,59927,1486,2389,71,-29,1,-21,-31,-11,12,94.92
41,"PR",2020-07-22,59927,1486,2389,71,658,19,25,0,-29,1,-21,-31,-11,12,94.92
41,"PR",2020-07-23,62004,1545,2077,59,62004,1545,2077,59,-27,2,-20,-30,-12,10,95.6
41,"PR",2020-07-23,62004,1545,2077,59,669,19,11,0,-27,2,-20,-30,-12,10,95.6
41,"PR",2020-07-24,64259,1598,2255,53,64259,1598,2255,53,-30,5,-30,-29,-10,11,108.02
41,"PR",2020-07-24,64259,1598,2255,53,687,21,18,2,-30,5,-30,-29,-10,11,108.02
41,"PR",2020-07-25,65593,1653,1334,55,65593,1653,1334,55,-41,9,-38,-32,-7,11,101.5
41,"PR",2020-07-25,65593,1653,1334,55,697,21,10,0,-41,9,-38,-32,-7,11,101.5
41,"PR",2020-07-26,67220,1671,1627,18,67220,1671,1627,18,NA,NA,NA,NA,NA,NA,64.05
41,"PR",2020-07-26,67220,1671,1627,18,711,21,14,0,NA,NA,NA,NA,NA,NA,64.05
41,"PR",2020-07-27,68001,1703,781,32,68001,1703,781,32,NA,NA,NA,NA,NA,NA,86.28
41,"PR",2020-07-27,68001,1703,781,32,725,21,14,0,NA,NA,NA,NA,NA,NA,86.28
41,"PR",2020-07-28,69392,1743,1391,40,69392,1743,1391,40,NA,NA,NA,NA,NA,NA,70.4281712062257
41,"PR",2020-07-28,69392,1743,1391,40,748,22,23,1,NA,NA,NA,NA,NA,NA,70.4281712062257
41,"PR",2020-07-29,70920,1814,1528,71,70920,1814,1528,71,NA,NA,NA,NA,NA,NA,70.4281712062257
41,"PR",2020-07-29,70920,1814,1528,71,765,22,17,0,NA,NA,NA,NA,NA,NA,70.4281712062257
33,"RJ",2020-03-05,1,0,1,0,1,0,1,0,0,7,-11,9,18,-1,NA
33,"RJ",2020-03-06,2,0,1,0,1,0,0,0,14,13,-7,17,21,-2,NA
33,"RJ",2020-03-07,2,0,0,0,2,0,1,0,10,12,-11,11,7,0,NA
33,"RJ",2020-03-08,3,0,1,0,3,0,1,0,6,7,-10,6,2,1,NA
33,"RJ",2020-03-09,3,0,0,0,3,0,0,0,5,9,-12,14,22,-2,NA
33,"RJ",2020-03-10,3,0,0,0,8,0,5,0,1,3,-7,12,16,-1,NA
33,"RJ",2020-03-11,3,0,0,0,13,0,5,0,1,5,-12,10,15,-1,NA
33,"RJ",2020-03-12,15,0,12,0,16,0,3,0,-3,4,-4,9,17,-1,NA
33,"RJ",2020-03-13,15,0,0,0,16,0,0,0,7,13,-5,13,19,-1,NA
33,"RJ",2020-03-14,15,0,0,0,22,0,6,0,-7,11,-13,-3,3,2,NA
33,"RJ",2020-03-15,24,0,9,0,24,0,2,0,-17,5,-17,-10,-2,3,NA
33,"RJ",2020-03-16,25,0,1,0,31,0,7,0,-15,8,-25,-11,0,4,NA
33,"RJ",2020-03-17,25,0,0,0,33,0,2,0,-31,1,-40,-26,-13,9,NA
33,"RJ",2020-03-18,63,0,38,0,45,0,12,0,-38,1,-43,-34,-21,11,NA
33,"RJ",2020-03-19,66,2,3,2,65,2,20,2,-46,-6,-45,-41,-26,14,NA
33,"RJ",2020-03-20,66,2,0,0,109,2,44,0,-47,-5,-55,-43,-29,16,NA
33,"RJ",2020-03-21,119,3,53,1,119,3,10,1,-67,-20,-76,-57,-37,18,NA
33,"RJ",2020-03-22,186,3,67,0,186,3,67,0,-74,-29,-81,-62,-38,18,NA
33,"RJ",2020-03-23,233,4,47,1,233,4,47,1,-63,-18,-66,-59,-46,20,NA
33,"RJ",2020-03-24,305,6,72,2,305,6,72,2,-72,-34,-68,-65,-55,23,NA
33,"RJ",2020-03-25,370,8,65,2,370,6,65,0,-71,-29,-66,-65,-55,23,NA
33,"RJ",2020-03-26,421,9,51,1,421,9,51,3,-70,-29,-62,-65,-54,24,NA
33,"RJ",2020-03-27,493,10,72,1,493,10,72,1,-65,-23,-61,-61,-50,24,NA
33,"RJ",2020-03-27,493,10,72,1,0,0,0,0,-65,-23,-61,-61,-50,24,NA
33,"RJ",2020-03-28,558,13,65,3,558,13,65,3,-69,-26,-67,-59,-42,19,NA
33,"RJ",2020-03-28,558,13,65,3,0,0,0,0,-69,-26,-67,-59,-42,19,NA
33,"RJ",2020-03-29,600,17,42,4,600,17,42,4,-72,-32,-74,-61,-37,17,NA
33,"RJ",2020-03-29,600,17,42,4,0,0,0,0,-72,-32,-74,-61,-37,17,NA
33,"RJ",2020-03-30,657,18,57,1,657,18,57,1,-64,-25,-64,-60,-47,20,NA
33,"RJ",2020-03-30,657,18,57,1,0,0,0,0,-64,-25,-64,-60,-47,20,NA
33,"RJ",2020-03-31,708,23,51,5,708,23,51,5,-64,-25,-61,-61,-50,21,NA
33,"RJ",2020-03-31,708,23,51,5,0,0,0,0,-64,-25,-61,-61,-50,21,NA
33,"RJ",2020-04-01,832,28,124,5,832,28,124,5,-62,-17,-61,-60,-50,21,NA
33,"RJ",2020-04-01,832,28,124,5,0,0,0,0,-62,-17,-61,-60,-50,21,NA
33,"RJ",2020-04-02,992,41,160,13,992,41,160,13,-63,-19,-59,-60,-49,22,NA
33,"RJ",2020-04-02,992,41,160,13,8,0,8,0,-63,-19,-59,-60,-49,22,NA
33,"RJ",2020-04-03,1074,47,82,6,1074,47,82,6,-61,-14,-69,-56,-47,22,NA
