localidade;state;date;cum_confirmed;cum_deaths;new_confirmed;new_deaths;mob1;mob2;mob3;mob4;mob5;mob6
23;CE;15/04/2020;2291;124;221;13;-65;-25;-54;-64;-49;19
23;CE;16/04/2020;2412;135;121;11;-67;-21;-51;-63;-49;19
23;CE;17/04/2020;2747;155;335;20;-68;-19;-55;-62;-47;21
23;CE;18/04/2020;3062;180;315;25;-74;-23;-66;-62;-37;17
23;CE;19/04/2020;3306;189;244;9;-76;-29;-67;-65;-28;15
23;CE;20/04/2020;3485;206;179;17;-67;-22;-53;-62;-46;18
23;CE;21/04/2020;3682;221;197;15;-78;-40;-62;-75;-67;23
23;CE;22/04/2020;4116;239;434;18;-67;-25;-53;-62;-47;18
23;CE;23/04/2020;4702;271;586;32;-68;-26;-53;-63;-48;18
23;CE;24/04/2020;5121;293;419;22;-70;-23;-57;-63;-46;20
23;CE;25/04/2020;5667;326;546;33;-74;-25;-66;-63;-37;17
23;CE;26/04/2020;6260;376;593;50;-76;-30;-68;-66;-28;15
23;CE;27/04/2020;6783;397;523;21;-69;-27;-56;-63;-44;18
23;CE;28/04/2020;6985;417;202;20;-66;-19;-51;-61;-46;15
23;CE;29/04/2020;7409;450;424;33;-65;-19;-48;-61;-46;18
23;CE;30/04/2020;7861;492;452;42;-62;-6;-47;-60;-46;16
23;CE;01/05/2020;8000;539;139;47;-78;-34;-58;-73;-66;24
23;CE;02/05/2020;8309;638;309;99;-72;-14;-64;-63;-37;17
23;CE;03/05/2020;8379;677;70;39;-75;-25;-68;-66;-26;15
23;CE;04/05/2020;11040;712;2661;35;-65;-16;-54;-62;-43;18
23;CE;05/05/2020;11470;795;430;83;-64;-9;-51;-60;-45;17
23;CE;06/05/2020;12310;849;840;54;-63;-8;-48;-59;-46;18
23;CE;07/05/2020;13888;903;1578;54;-62;0;-47;-58;-46;18
23;CE;08/05/2020;15134;997;1246;94;-71;-17;-57;-64;-47;21
23;CE;09/05/2020;15879;1062;745;65;-75;-20;-67;-65;-39;19
23;CE;10/05/2020;16692;1114;813;52;-75;-23;-70;-66;-19;15
23;CE;11/05/2020;17599;1189;907;75;-71;-25;-57;-65;-47;20
23;CE;12/05/2020;18412;1280;813;91;-69;-22;-56;-63;-49;20
23;CE;13/05/2020;19156;1389;744;109;-69;-27;-55;-64;-49;21
23;CE;14/05/2020;21077;1413;1921;24;-69;-28;-56;-65;-50;20
23;CE;15/05/2020;23059;1566;1982;153;-72;-27;-61;-66;-48;22
23;CE;16/05/2020;23795;1614;736;48;-76;-29;-71;-68;-39;20
23;CE;17/05/2020;24255;1641;460;27;-77;-29;-73;-69;-25;17
23;CE;18/05/2020;26363;1748;2108;107;-69;-25;-57;-65;-45;20
23;CE;19/05/2020;28112;1856;1749;108;-68;-22;-61;-64;-47;20
23;CE;20/05/2020;30560;1900;2448;44;-68;-19;-78;-62;-47;20
23;CE;21/05/2020;31413;2161;853;261;-68;-20;-78;-63;-48;21
23;CE;22/05/2020;34573;2251;3160;90;-69;-18;-80;-61;-44;21
23;CE;23/05/2020;35122;2308;549;57;-74;-21;-84;-63;-34;18
23;CE;24/05/2020;35595;2324;473;16;-77;-26;-83;-66;-22;16
23;CE;25/05/2020;36185;2493;590;169;-67;-19;-79;-61;-42;20
23;CE;26/05/2020;37021;2603;836;110;-66;-16;-79;-61;-44;18
23;CE;27/05/2020;37275;2671;254;68;-68;-18;-78;-64;-49;20
23;CE;28/05/2020;37821;2733;546;62;-68;-19;-77;-65;-50;21
23;CE;29/05/2020;38395;2859;574;126;-65;-8;-79;-58;-40;20
23;CE;30/05/2020;47822;2956;9427;97;-70;-8;-82;-58;-27;16
23;CE;31/05/2020;48489;3010;667;54;-75;-18;-83;-63;-15;15
23;CE;01/06/2020;50504;3188;2015;178;-61;-6;-79;-55;-35;17
23;CE;02/06/2020;54683;3504;4179;316;-59;-4;-78;-53;-37;17
23;CE;03/06/2020;56056;3605;1373;101;-59;-6;-77;-53;-37;17
23;CE;04/06/2020;59795;3813;3739;208;-58;-6;-77;-52;-38;17
23;CE;05/06/2020;62176;3907;2381;94;-58;2;-78;-51;-33;17
23;CE;06/06/2020;63575;3965;1399;58;-64;-1;-81;-50;-22;15
23;CE;07/06/2020;64271;3982;696;17;-72;-18;-81;-61;-14;15
23;CE;08/06/2020;66218;4192;1947;210;-51;-4;-78;-49;-30;15
23;CE;09/06/2020;69023;4359;2805;167;-50;-4;-78;-49;-33;16
23;CE;10/06/2020;71947;4519;2924;160;-48;-3;-76;-47;-33;16
23;CE;11/06/2020;74692;4708;2745;189;-52;-13;-75;-53;-42;18
23;CE;12/06/2020;75784;4812;1092;104;-46;5;-76;-47;-31;16
23;CE;13/06/2020;76429;4829;645;17;-56;-6;-80;-49;-18;14
23;CE;14/06/2020;76833;4885;404;56;-64;-13;-79;-55;-6;13
23;CE;15/06/2020;79853;5041;3020;156;-50;-8;-77;-49;-29;15
23;CE;16/06/2020;82169;5192;2316;151;-48;-4;-76;-46;-31;15
23;CE;17/06/2020;85606;5307;3437;115;-49;-11;-76;-48;-32;16
23;CE;18/06/2020;88132;5393;2526;86;-47;-7;-73;-47;-32;15
23;CE;19/06/2020;90441;5497;2309;104;-49;-3;-75;-44;-28;15
23;CE;20/06/2020;92397;5520;1956;23;-53;-1;-78;-45;-14;13
23;CE;21/06/2020;92866;5523;469;3;-61;-11;-75;-53;-5;13
23;CE;22/06/2020;94708;5618;1842;95;-47;-7;-74;-45;-28;15
23;CE;23/06/2020;98055;5728;3347;110;-44;-1;-71;-43;-30;14
23;CE;24/06/2020;99578;5815;1523;87;-45;-7;-72;-44;-31;15
23;CE;25/06/2020;103118;5895;3540;80;-44;-3;-72;-44;-30;15
23;CE;26/06/2020;105270;5962;2152;67;-46;0;-74;-40;-26;15
23;CE;27/06/2020;107064;5987;1794;25;-50;0;-76;-42;-14;13
23;CE;28/06/2020;107593;5995;529;8;-57;-7;-73;-49;-3;11
23;CE;29/06/2020;108225;6076;632;81;-46;-6;-73;-44;-25;14
23;CE;30/06/2020;110483;6146;2258;70;-39;9;-70;-40;-27;13
23;CE;01/07/2020;114038;6203;3555;57;-37;13;-68;-39;-27;13
23;CE;02/07/2020;116519;6307;2481;104;-36;11;-67;-38;-28;14
23;CE;03/07/2020;118311;6373;1792;66;-39;13;-69;-35;-23;14
23;CE;04/07/2020;121464;6441;3153;68;-43;14;-71;-37;-11;11
23;CE;05/07/2020;121986;6439;522;-2;-50;5;-66;-42;-2;10
23;CE;06/07/2020;123394;6504;1408;65;-44;-3;-75;-43;-26;14
23;CE;07/07/2020;126142;6563;2748;59;-33;17;-68;-34;-26;12
23;CE;08/07/2020;129598;6678;3456;115;-34;9;-66;-35;-25;13
23;CE;09/07/2020;131324;6774;1726;96;-35;6;-67;-36;-26;13
23;CE;10/07/2020;134610;6842;3286;68;-37;10;-67;-31;-21;13
23;CE;11/07/2020;136001;6867;1391;25;-41;12;-69;-34;-9;11
23;CE;12/07/2020;136790;6869;789;2;-49;-2;-63;-41;-2;10
23;CE;13/07/2020;137234;6975;444;106;-38;0;-67;-36;-22;13
23;CE;14/07/2020;139437;6977;2203;2;-35;4;-65;-35;-24;13
23;CE;15/07/2020;141832;7081;2395;104;-33;6;-63;-34;-23;13
23;CE;16/07/2020;144058;7139;2226;58;-33;4;-63;-35;-24;13
23;CE;17/07/2020;146064;7166;2006;27;-36;7;-63;-31;-20;13
23;CE;18/07/2020;146972;7178;908;12;-40;8;-64;-34;-9;11
23;CE;19/07/2020;147378;7179;406;1;-44;1;-55;-38;-1;9
23;CE;20/07/2020;147818;7256;440;77;-37;2;-65;-36;-21;12
23;CE;21/07/2020;151072;7305;3254;49;-33;7;-62;-34;-23;12
23;CE;22/07/2020;154381;7329;3309;24;-32;4;-61;-33;-22;12
23;CE;23/07/2020;156265;7411;1884;82;-30;6;-60;-33;-22;12
23;CE;24/07/2020;159953;7456;3688;45;-32;10;-60;-28;-18;12
23;CE;25/07/2020;161844;7480;1891;24;-36;12;-60;-30;-7;10
23;CE;26/07/2020;162086;7494;242;14;-40;3;-51;-36;0;8
23;CE;27/07/2020;162429;7509;343;15;-34;5;-62;-32;-19;12
23;CE;28/07/2020;165703;7616;3274;107;-31;10;-62;-30;-21;11
23;CE;29/07/2020;169138;7648;3435;32;-29;8;-59;-29;-22;12
23;CE;30/07/2020;171565;7664;2427;16;-26;11;-58;-27;-21;11
23;CE;31/07/2020;174662;7692;3097;28;-27;20;-59;-22;-17;11
23;CE;01/08/2020;176371;7704;1709;12;-29;25;-59;-24;-6;9
23;CE;02/08/2020;176773;7710;402;6;-33;12;-48;-29;1;8
23;CE;03/08/2020;176972;7761;199;51;-27;14;-60;-25;-17;10
23;CE;04/08/2020;179976;7821;3004;60;-23;19;-60;-23;-19;11
23;CE;05/08/2020;182453;7873;2477;52;-21;19;-57;-23;-19;10
23;CE;06/08/2020;184100;7921;1647;48;-18;19;-55;-22;-19;10
23;CE;07/08/2020;186563;7946;2463;25;-19;22;-57;-18;-15;9
23;CE;08/08/2020;188289;7954;1726;8;-21;26;-55;-20;-4;7
23;CE;09/08/2020;188638;7979;349;25;-28;15;-46;-24;10;5
23;CE;10/08/2020;189023;7994;385;15;-26;10;-58;-24;-17;10
23;CE;11/08/2020;191540;8043;2517;49;-23;12;-57;-24;-19;10
23;CE;12/08/2020;192652;8076;1112;33;-22;10;-54;-25;-19;11
23;CE;13/08/2020;195298;8113;2646;37;-21;9;-54;-24;-19;10
23;CE;14/08/2020;196667;8127;1369;14;-22;14;-55;-19;-15;10
23;CE;15/08/2020;197381;8129;714;2;-24;16;-52;-23;-5;8
23;CE;16/08/2020;197691;8133;310;4;-29;8;-42;-27;1;7
23;CE;17/08/2020;198252;8172;561;39;-25;8;-56;-25;-16;10
23;CE;18/08/2020;199828;8202;1576;30;-21;14;-55;-24;-16;10
23;CE;19/08/2020;201201;8241;1373;39;-17;13;-52;-23;-17;10
23;CE;20/08/2020;202422;8245;1221;4;-15;16;-51;-24;-17;10
23;CE;21/08/2020;202999;8268;577;23;-17;18;-52;-19;-13;10
23;CE;22/08/2020;204931;8288;1932;20;-19;21;-49;-22;-3;8
23;CE;23/08/2020;205441;8289;510;1;-24;13;-41;-27;2;7
23;CE;24/08/2020;205875;8335;434;46;-20;13;-53;-23;-13;10
23;CE;25/08/2020;207631;8346;1756;11;-13;21;-51;-20;-16;10
23;CE;26/08/2020;209363;8362;1732;16;-11;21;-48;-21;-15;9
23;CE;27/08/2020;211053;8374;1690;12;-9;20;-46;-23;-15;9
23;CE;28/08/2020;213238;8380;2185;6;-8;27;-48;-18;-11;9
23;CE;29/08/2020;214094;8382;856;2;-11;30;-45;-23;-2;7
23;CE;30/08/2020;214457;8384;363;2;-14;23;-36;-27;1;6
23;CE;31/08/2020;214953;8409;496;25;-12;24;-49;-22;-12;9
23;CE;01/09/2020;217295;8459;2342;50;-5;38;-47;-18;-15;8
23;CE;02/09/2020;218414;8481;1119;22;2;34;-44;-18;-15;8
23;CE;03/09/2020;220040;8532;1626;51;4;32;-44;-17;-15;8
23;CE;04/09/2020;221828;8563;1788;31;5;41;-43;-9;-11;7
29;BA;06/03/2020;1;0;1;0;-6;0;-30;2;16;1
29;BA;07/03/2020;2;0;1;0;-4;2;-33;-7;3;4
29;BA;08/03/2020;2;0;0;0;-11;-2;-35;-12;0;5
29;BA;09/03/2020;2;0;0;0;-7;-1;-27;4;17;1
29;BA;10/03/2020;2;0;0;0;-6;0;-24;3;15;0
29;BA;11/03/2020;3;0;1;0;-5;-4;-16;4;18;0
29;BA;12/03/2020;3;0;0;0;-7;-5;-20;1;17;1
29;BA;13/03/2020;7;0;4;0;-6;0;-25;0;17;1
29;BA;14/03/2020;7;0;0;0;-8;0;-31;-8;5;3
29;BA;15/03/2020;9;0;2;0;-18;-4;-34;-17;0;5
29;BA;16/03/2020;10;0;1;0;-13;1;-30;-5;14;2
29;BA;17/03/2020;14;0;4;0;-17;1;-29;-16;7;3
29;BA;18/03/2020;27;0;13;0;-25;-3;-30;-23;-3;7
29;BA;19/03/2020;31;0;4;0;-33;-8;-38;-30;-13;9
29;BA;20/03/2020;34;0;3;0;-40;-9;-51;-42;-18;11
29;BA;21/03/2020;41;0;7;0;-60;-22;-64;-56;-28;14
29;BA;22/03/2020;55;0;14;0;-73;-40;-72;-68;-34;16
29;BA;23/03/2020;63;0;8;0;-67;-33;-66;-63;-43;18
29;BA;24/03/2020;79;0;16;0;-71;-41;-65;-67;-51;19
29;BA;25/03/2020;91;0;12;0;-71;-40;-61;-67;-50;20
29;BA;26/03/2020;108;0;17;0;-70;-41;-60;-68;-50;20
29;BA;27/03/2020;123;0;15;0;-69;-35;-65;-67;-48;21
29;BA;28/03/2020;127;0;4;0;-70;-36;-67;-68;-42;19
29;BA;29/03/2020;156;1;29;1;-73;-42;-71;-73;-33;17
29;BA;30/03/2020;176;2;20;1;-62;-32;-61;-64;-43;19
29;BA;31/03/2020;217;2;41;0;-60;-26;-56;-63;-43;17
29;BA;01/04/2020;246;2;29;0;-59;-27;-53;-62;-41;17
29;BA;02/04/2020;267;3;21;1;-59;-26;-51;-63;-41;17
29;BA;03/04/2020;290;6;23;3;-60;-23;-58;-62;-39;19
29;BA;04/04/2020;336;7;46;1;-63;-24;-62;-63;-35;17
29;BA;05/04/2020;401;9;65;2;-70;-33;-68;-71;-31;16
29;BA;06/04/2020;437;10;36;1;-59;-26;-60;-65;-39;18
29;BA;07/04/2020;462;14;25;4;-53;-14;-52;-58;-38;15
29;BA;08/04/2020;515;18;53;4;-52;-12;-46;-57;-36;15
29;BA;09/04/2020;568;19;53;1;-49;-1;-44;-57;-38;14
29;BA;10/04/2020;616;19;48;0;-79;-56;-65;-76;-69;23
29;BA;11/04/2020;640;21;24;2;-64;-27;-64;-68;-40;17
29;BA;12/04/2020;674;21;34;0;-69;-33;-68;-71;-30;15
29;BA;13/04/2020;723;22;49;1;-59;-28;-62;-63;-38;18
29;BA;14/04/2020;776;26;53;4;-56;-25;-56;-61;-37;16
29;BA;15/04/2020;884;28;108;2;-55;-24;-51;-60;-35;17
29;BA;16/04/2020;967;34;83;6;-55;-22;-47;-59;-35;16
29;BA;17/04/2020;1064;36;97;2;-57;-20;-56;-59;-34;18
29;BA;18/04/2020;1200;40;136;4;-63;-25;-63;-61;-31;16
29;BA;19/04/2020;1249;45;49;5;-70;-34;-68;-70;-28;16
29;BA;20/04/2020;1377;47;128;2;-55;-20;-56;-61;-37;17
29;BA;21/04/2020;1504;48;127;1;-74;-49;-62;-75;-64;22
29;BA;22/04/2020;1645;53;141;5;-53;-20;-48;-57;-32;15
29;BA;23/04/2020;1845;62;200;9;-59;-29;-53;-63;-35;17
29;BA;24/04/2020;1979;67;134;5;-58;-22;-59;-60;-33;18
29;BA;25/04/2020;2116;72;137;5;-60;-23;-62;-61;-28;16
29;BA;26/04/2020;2248;74;132;2;-70;-36;-68;-70;-26;16
29;BA;27/04/2020;2356;83;108;9;-55;-24;-58;-60;-31;17
29;BA;28/04/2020;2564;93;208;10;-52;-19;-52;-56;-32;12
29;BA;29/04/2020;2676;100;112;7;-53;-21;-49;-57;-30;15
29;BA;30/04/2020;2867;106;191;6;-46;-5;-42;-51;-28;13
29;BA;01/05/2020;3140;117;273;11;-73;-44;-61;-73;-62;23
29;BA;02/05/2020;3315;123;175;6;-57;-12;-57;-59;-27;15
29;BA;03/05/2020;3566;128;251;5;-67;-29;-63;-68;-22;14
29;BA;04/05/2020;3734;141;168;13;-52;-12;-54;-56;-28;15
29;BA;05/05/2020;4040;146;306;5;-50;-9;-48;-54;-29;14
29;BA;06/05/2020;4301;160;261;14;-49;-8;-43;-53;-27;15
29;BA;07/05/2020;4528;165;227;5;-47;-3;-40;-53;-27;14
29;BA;08/05/2020;4818;183;290;18;-49;-1;-52;-54;-26;16
29;BA;09/05/2020;5174;196;356;13;-54;-3;-58;-58;-23;15
29;BA;10/05/2020;5558;202;384;6;-65;-18;-65;-66;-11;13
29;BA;11/05/2020;5808;214;250;12;-53;-15;-55;-57;-28;16
29;BA;12/05/2020;6204;225;396;11;-52;-14;-52;-55;-30;15
29;BA;13/05/2020;6547;236;343;11;-54;-19;-49;-58;-29;16
29;BA;14/05/2020;6955;262;408;26;-53;-17;-46;-56;-28;14
29;BA;15/05/2020;8128;281;1173;19;-54;-13;-54;-56;-27;17
29;BA;16/05/2020;8314;286;186;5;-59;-15;-58;-58;-23;16
29;BA;17/05/2020;8443;295;129;9;-70;-30;-66;-68;-20;15
29;BA;18/05/2020;8881;312;438;17;-54;-17;-54;-57;-28;16
29;BA;19/05/2020;11013;326;2132;14;-57;-24;-57;-60;-31;16
29;BA;20/05/2020;11197;362;184;36;-53;-16;-49;-56;-29;16
29;BA;21/05/2020;11941;376;744;14;-59;-24;-53;-62;-31;18
29;BA;22/05/2020;12557;399;616;23;-56;-13;-57;-57;-29;18
29;BA;23/05/2020;13000;413;443;14;-59;-14;-60;-58;-23;16
29;BA;24/05/2020;13899;460;899;47;-68;-25;-64;-67;-18;15
29;BA;25/05/2020;14204;477;305;17;-64;-27;-56;-63;-44;20
29;BA;26/05/2020;14566;495;362;18;-65;-31;-56;-65;-47;19
29;BA;27/05/2020;15070;531;504;36;-58;-19;-49;-63;-36;18
29;BA;28/05/2020;15963;570;893;39;-54;-12;-47;-57;-30;16
29;BA;29/05/2020;16917;609;954;39;-54;-5;-53;-56;-29;18
29;BA;30/05/2020;17626;638;709;29;-57;-10;-58;-57;-21;15
29;BA;31/05/2020;18392;667;766;29;-67;-23;-63;-67;-15;15
29;BA;01/06/2020;18898;701;506;34;-49;-7;-52;-53;-25;16
29;BA;02/06/2020;21430;736;2532;35;-49;-8;-49;-52;-27;15
29;BA;03/06/2020;22451;762;1021;26;-50;-10;-45;-52;-25;16
29;BA;04/06/2020;23463;790;1012;28;-52;-12;-48;-54;-27;16
29;BA;05/06/2020;26419;819;2956;29;-51;-3;-53;-53;-25;17
29;BA;06/06/2020;27396;846;977;27;-56;-6;-58;-54;-20;15
29;BA;07/06/2020;28250;879;854;33;-67;-20;-64;-66;-14;15
29;BA;08/06/2020;28715;910;465;31;-47;-1;-50;-51;-24;15
29;BA;09/06/2020;30481;937;1766;27;-49;-7;-50;-53;-26;15
29;BA;10/06/2020;32685;975;2204;38;-43;0;-39;-49;-23;14
29;BA;11/06/2020;33891;1013;1206;38;-60;-26;-48;-65;-48;19
29;BA;12/06/2020;34665;1039;774;26;-43;7;-47;-50;-25;16
29;BA;13/06/2020;35788;1069;1123;30;-56;-13;-56;-56;-19;15
29;BA;14/06/2020;36401;1105;613;36;-65;-22;-61;-65;-11;14
29;BA;15/06/2020;37620;1145;1219;40;-48;-9;-52;-52;-24;16
29;BA;16/06/2020;39206;1181;1586;36;-47;-9;-49;-52;-26;15
29;BA;17/06/2020;40926;1222;1720;41;-48;-12;-45;-53;-24;15
29;BA;18/06/2020;41577;1263;651;41;-48;-12;-45;-53;-24;15
29;BA;19/06/2020;43922;1305;2345;42;-49;-5;-51;-52;-23;16
29;BA;20/06/2020;45304;1350;1382;45;-53;-8;-55;-54;-15;14
29;BA;21/06/2020;46279;1391;975;41;-65;-21;-61;-65;-10;15
29;BA;22/06/2020;47086;1441;807;50;-46;-3;-50;-50;-24;15
29;BA;23/06/2020;49084;1491;1998;50;-43;8;-37;-48;-24;12
29;BA;24/06/2020;51931;1541;2847;50;-58;-25;-42;-60;-37;15
29;BA;25/06/2020;54291;1601;2360;60;-51;-13;-45;-54;-27;15
29;BA;26/06/2020;56422;1642;2131;41;-51;-8;-51;-53;-25;17
29;BA;27/06/2020;65244;1697;8822;55;-56;-11;-55;-55;-18;16
29;BA;28/06/2020;68495;1748;3251;51;-65;-22;-59;-64;-11;14
29;BA;29/06/2020;69467;1800;972;52;-49;-9;-52;-52;-24;16
29;BA;30/06/2020;73307;1853;3840;53;-44;2;-46;-49;-24;14
29;BA;01/07/2020;76485;1902;3178;49;-43;2;-38;-46;-21;14
29;BA;02/07/2020;79349;1947;2864;45;-44;0;-40;-50;-25;15
29;BA;03/07/2020;82314;2001;2965;54;-45;6;-48;-48;-22;16
29;BA;04/07/2020;85485;2050;3171;49;-49;2;-52;-49;-15;14
29;BA;05/07/2020;87048;2107;1563;57;-61;-11;-58;-60;-10;14
29;BA;06/07/2020;88279;2168;1231;61;-42;3;-47;-46;-22;15
29;BA;07/07/2020;91954;2216;3675;48;-43;4;-45;-46;-24;15
29;BA;08/07/2020;95536;2277;3582;61;-45;-2;-45;-47;-22;15
29;BA;09/07/2020;98319;2328;2783;51;-48;-7;-47;-52;-25;16
29;BA;10/07/2020;101186;2383;2867;55;-45;4;-49;-45;-21;16
29;BA;11/07/2020;104188;2436;3002;53;-51;-2;-54;-49;-15;15
29;BA;12/07/2020;105763;2483;1575;47;-62;-14;-58;-59;-10;14
29;BA;13/07/2020;106891;2535;1128;52;-46;-5;-49;-47;-22;15
29;BA;14/07/2020;110029;2584;3138;49;-47;-7;-48;-48;-25;15
29;BA;15/07/2020;112993;2638;2964;54;-46;-6;-42;-46;-22;15
29;BA;16/07/2020;116373;2693;3380;55;-46;-7;-44;-47;-23;15
29;BA;17/07/2020;118657;2738;2284;45;-50;-6;-55;-49;-22;17
29;BA;18/07/2020;120238;2793;1581;55;-52;-4;-55;-49;-16;15
29;BA;19/07/2020;122169;2840;1931;47;-65;-21;-61;-61;-12;15
29;BA;20/07/2020;123292;2891;1123;51;-44;-2;-48;-45;-21;15
29;BA;21/07/2020;126844;2936;3552;45;-44;-4;-46;-47;-23;15
29;BA;22/07/2020;133245;2988;6401;52;-44;-5;-41;-46;-19;15
29;BA;23/07/2020;138358;3044;5113;56;-42;-3;-37;-45;-19;14
29;BA;24/07/2020;142767;3096;4409;52;-43;2;-47;-44;-18;15
29;BA;25/07/2020;146399;3140;3632;44;-47;0;-50;-46;-13;14
29;BA;26/07/2020;148179;3182;1780;42;-61;-15;-56;-57;-9;14
29;BA;27/07/2020;149109;3227;930;45;-41;-3;-49;-44;-21;15
29;BA;28/07/2020;153313;3270;4204;43;-39;1;-44;-44;-22;14
29;BA;29/07/2020;157334;3321;4021;51;-38;2;-35;-43;-19;14
29;BA;30/07/2020;161630;3391;4296;70;-37;4;-34;-44;-19;13
29;BA;31/07/2020;166154;3463;4524;72;-39;11;-46;-42;-18;14
29;BA;01/08/2020;168926;3517;2772;54;-43;9;-49;-43;-11;13
29;BA;02/08/2020;170476;3572;1550;55;-58;-6;-54;-55;-8;13
29;BA;03/08/2020;171391;3624;915;52;-36;6;-47;-42;-18;14
29;BA;04/08/2020;175389;3678;3998;54;-38;3;-47;-44;-22;14
29;BA;05/08/2020;179737;3736;4348;58;-33;9;-39;-40;-17;13
29;BA;06/08/2020;183690;3789;3953;53;-32;11;-36;-38;-18;12
29;BA;07/08/2020;187892;3843;4202;54;-32;16;-43;-37;-15;13
29;BA;08/08/2020;191401;3899;3509;56;-35;16;-46;-39;-9;12
29;BA;09/08/2020;193029;3953;1628;54;-56;-2;-56;-51;0;11
29;BA;10/08/2020;194097;4011;1068;58;-32;8;-41;-39;-16;12
29;BA;11/08/2020;198767;4067;4670;56;-31;6;-39;-40;-18;12
29;BA;12/08/2020;203020;4104;4253;37;-31;3;-35;-38;-16;13
29;BA;13/08/2020;206955;4202;3935;98;-31;5;-33;-39;-16;12
29;BA;14/08/2020;210993;4271;4038;69;-32;9;-42;-38;-15;13
29;BA;15/08/2020;214379;4338;3386;67;-36;6;-43;-39;-8;12
29;BA;16/08/2020;216030;4406;1651;68;-52;-7;-46;-51;-5;12
29;BA;17/08/2020;217115;4475;1085;69;-30;6;-40;-38;-15;12
29;BA;18/08/2020;221041;4542;3926;67;-29;7;-35;-39;-16;12
29;BA;19/08/2020;224659;4611;3618;69;-27;6;-29;-38;-14;12
29;BA;20/08/2020;228596;4685;3937;74;-26;8;-24;-37;-14;11
29;BA;21/08/2020;229743;4757;1147;72;-28;12;-36;-37;-13;12
29;BA;22/08/2020;234204;4832;4461;75;-30;11;-37;-38;-6;11
29;BA;23/08/2020;236050;4905;1846;73;-50;-6;-50;-54;-6;12
29;BA;24/08/2020;237208;4981;1158;76;-29;6;-41;-40;-15;13
29;BA;25/08/2020;240939;5051;3731;70;-22;13;-29;-37;-15;11
29;BA;26/08/2020;245021;5116;4082;65;-21;12;-21;-37;-12;11
29;BA;27/08/2020;247853;5178;2832;62;-20;14;-19;-38;-12;11
29;BA;28/08/2020;250977;5243;3124;65;-20;20;-28;-34;-11;11
29;BA;29/08/2020;254790;5302;3813;59;-22;19;-29;-38;-5;10
29;BA;30/08/2020;256062;5344;1272;42;-35;9;-32;-49;-4;10
29;BA;31/08/2020;256727;5397;665;53;-18;19;-27;-36;-13;11
29;BA;01/09/2020;259418;5448;2691;51;-14;24;-21;-35;-15;10
29;BA;02/09/2020;262299;5502;2881;54;-12;22;-15;-34;-12;10
29;BA;03/09/2020;265739;5549;3440;47;-10;24;-12;-34;-12;10
29;BA;04/09/2020;268137;5590;2398;41;-10;31;-24;-31;-11;10
31;MG;08/03/2020;1;0;1;0;11;15;0;4;5;2
31;MG;09/03/2020;1;0;0;0;3;6;3;11;22;-1
31;MG;10/03/2020;1;0;0;0;3;6;1;11;18;-2
31;MG;11/03/2020;1;0;0;0;4;5;1;11;17;-1
31;MG;12/03/2020;2;0;1;0;5;7;2;11;19;-1
31;MG;13/03/2020;2;0;0;0;7;11;3;16;21;-2
31;MG;14/03/2020;4;0;2;0;3;9;5;6;8;1
31;MG;15/03/2020;4;0;0;0;0;12;4;2;4;1
31;MG;16/03/2020;6;0;2;0;-4;9;-5;4;18;0
31;MG;17/03/2020;14;0;8;0;-13;10;-15;-4;9;2
31;MG;18/03/2020;19;0;5;0;-19;10;-19;-13;-3;6
31;MG;19/03/2020;29;0;10;0;-25;12;-25;-20;-9;9
31;MG;20/03/2020;38;0;9;0;-37;7;-34;-29;-16;11
31;MG;21/03/2020;55;0;17;0;-60;-14;-49;-46;-28;15
31;MG;22/03/2020;83;0;28;0;-70;-32;-59;-57;-34;16
31;MG;23/03/2020;128;0;45;0;-61;-26;-48;-53;-38;19
31;MG;24/03/2020;130;0;2;0;-65;-31;-50;-56;-46;20
31;MG;25/03/2020;133;0;3;0;-64;-31;-47;-56;-47;21
31;MG;26/03/2020;153;0;20;0;-62;-27;-44;-56;-45;21
31;MG;27/03/2020;189;0;36;0;-61;-22;-44;-54;-43;21
31;MG;28/03/2020;205;0;16;0;-66;-24;-44;-54;-38;17
31;MG;29/03/2020;231;0;26;0;-66;-29;-46;-57;-30;15
31;MG;30/03/2020;261;1;30;1;-56;-26;-41;-52;-38;18
31;MG;31/03/2020;275;2;14;1;-54;-19;-40;-50;-40;17
31;MG;01/04/2020;314;3;39;1;-54;-19;-40;-50;-40;18
31;MG;02/04/2020;370;4;56;1;-52;-15;-38;-49;-38;18
31;MG;03/04/2020;397;6;27;2;-54;-11;-39;-48;-36;18
31;MG;04/04/2020;430;6;33;0;-58;-10;-38;-47;-31;15
31;MG;05/04/2020;498;6;68;0;-62;-19;-41;-52;-27;13
31;MG;06/04/2020;525;9;27;3;-48;-12;-33;-45;-33;16
31;MG;07/04/2020;559;11;34;2;-46;-7;-33;-44;-35;15
31;MG;08/04/2020;614;14;55;3;-46;-6;-33;-44;-35;16
31;MG;09/04/2020;655;15;41;1;-40;16;-28;-40;-36;14
31;MG;10/04/2020;698;17;43;2;-75;-46;-46;-66;-73;27
31;MG;11/04/2020;750;17;52;0;-54;2;-33;-44;-32;14
31;MG;12/04/2020;806;20;56;3;-61;-17;-42;-50;-22;10
31;MG;13/04/2020;815;23;9;3;-46;-14;-32;-44;-30;15
31;MG;14/04/2020;884;27;69;4;-49;-16;-37;-46;-33;16
